 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0,4,7,19,2,0,3
01:00 - 02:00,1,2,3,14,1,0,0
02:00 - 03:00,1,5,2,12,2,0,1
03:00 - 04:00,6,1,0,2,0,2,0
04:00 - 05:00,2,3,6,3,1,0,0
05:00 - 06:00,8,4,11,3,4,0,0
06:00 - 07:00,9,11,34,15,14,0,0
07:00 - 08:00,7,8,9,6,11,0,0
08:00 - 09:00,63,7,6,7,2,1,0
09:00 - 10:00,15,6,14,10,56,2,0
10:00 - 11:00,18,91,12,126,7,1,0
11:00 - 12:00,58,24,10,22,18,3,0
12:00 - 13:00,50,18,114,89,27,0,0
13:00 - 14:00,11,69,23,65,21,0,0
14:00 - 15:00,21,73,63,30,8,0,0
15:00 - 16:00,33,41,28,26,7,0,0
16:00 - 17:00,14,40,81,38,5,0,1
17:00 - 18:00,27,42,102,30,26,0,10
18:00 - 19:00,33,37,17,28,31,0,17
19:00 - 20:00,30,32,32,34,59,0,0
20:00 - 21:00,43,16,52,60,58,0,4
21:00 - 22:00,51,8,48,27,21,0,0
22:00 - 23:00,5,6,21,7,20,0,1
23:00 - 00:00,1,34,80,31,11,9,0
