 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,2,22,31,28,19,22,5
01:00 - 02:00,4,29,40,37,30,35,4
02:00 - 03:00,2,21,30,31,28,24,2
03:00 - 04:00,9,27,28,50,27,28,3
04:00 - 05:00,2,39,39,40,49,25,3
05:00 - 06:00,4,29,33,33,36,32,0
06:00 - 07:00,4,26,23,30,40,32,3
07:00 - 08:00,3,18,41,34,37,19,2
08:00 - 09:00,3,28,33,22,23,16,1
09:00 - 10:00,4,18,7,8,18,13,2
10:00 - 11:00,1,14,12,12,15,5,2
11:00 - 12:00,4,9,6,10,12,3,2
12:00 - 13:00,2,5,10,2,3,4,1
13:00 - 14:00,3,7,9,6,5,1,1
14:00 - 15:00,10,5,6,5,9,0,3
15:00 - 16:00,15,17,11,15,11,4,0
16:00 - 17:00,15,13,13,18,17,1,0
17:00 - 18:00,14,19,14,8,13,0,0
18:00 - 19:00,14,12,16,12,16,3,0
19:00 - 20:00,7,11,5,15,11,4,1
20:00 - 21:00,15,11,27,16,13,3,2
21:00 - 22:00,13,15,15,13,16,1,4
22:00 - 23:00,20,25,16,15,20,2,3
23:00 - 00:00,14,19,21,27,19,4,5
