 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,8,125,137,108,116,83,5
01:00 - 02:00,13,79,91,100,64,60,5
02:00 - 03:00,11,65,57,45,48,35,5
03:00 - 04:00,20,34,45,38,42,14,3
04:00 - 05:00,30,54,35,38,34,18,7
05:00 - 06:00,15,29,30,36,20,12,9
06:00 - 07:00,17,40,23,36,32,15,7
07:00 - 08:00,23,36,40,53,35,8,7
08:00 - 09:00,71,30,54,49,46,14,7
09:00 - 10:00,44,68,67,68,61,9,8
10:00 - 11:00,54,56,62,48,43,16,18
11:00 - 12:00,57,42,36,46,33,5,15
12:00 - 13:00,159,60,50,44,37,16,7
13:00 - 14:00,73,67,83,64,51,17,8
14:00 - 15:00,69,105,74,73,66,13,8
15:00 - 16:00,90,112,89,96,82,10,16
16:00 - 17:00,142,103,112,121,110,8,16
17:00 - 18:00,173,171,185,166,160,24,16
18:00 - 19:00,177,196,193,184,164,21,17
19:00 - 20:00,135,144,135,133,127,11,18
20:00 - 21:00,186,153,203,161,118,16,16
21:00 - 22:00,181,162,166,206,145,13,13
22:00 - 23:00,148,172,194,174,176,10,14
23:00 - 00:00,137,185,182,141,130,10,16
