 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,13,60,64,62,66,32,13
01:00 - 02:00,42,45,59,66,58,28,19
02:00 - 03:00,34,53,62,57,44,33,17
03:00 - 04:00,20,40,46,43,38,21,14
04:00 - 05:00,31,41,35,31,44,27,18
05:00 - 06:00,28,38,32,34,31,23,17
06:00 - 07:00,26,30,44,27,38,13,23
07:00 - 08:00,60,52,42,57,49,13,7
08:00 - 09:00,78,81,103,78,79,12,8
09:00 - 10:00,66,72,71,89,75,8,10
10:00 - 11:00,61,71,72,74,83,18,9
11:00 - 12:00,68,55,72,75,56,7,8
12:00 - 13:00,85,91,100,81,87,12,8
13:00 - 14:00,125,166,139,130,147,15,12
14:00 - 15:00,170,223,197,168,188,24,12
15:00 - 16:00,219,250,257,205,196,38,20
16:00 - 17:00,217,230,252,230,233,30,16
17:00 - 18:00,268,229,216,205,240,22,14
18:00 - 19:00,168,189,200,151,170,29,17
19:00 - 20:00,185,193,189,171,148,23,18
20:00 - 21:00,120,163,157,183,196,24,26
21:00 - 22:00,150,173,169,193,175,29,30
22:00 - 23:00,130,162,123,139,137,14,19
23:00 - 00:00,73,115,88,98,97,18,13
