 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.1,5.47,1.81,0.71,0.82,0.74,0.0
01:00 - 02:00,0.23,1.18,1.06,0.88,0.84,0.88,0.01
02:00 - 03:00,0.15,0.23,0.51,0.45,0.25,0.34,0.0
03:00 - 04:00,0.19,0.29,0.43,0.36,0.16,0.05,0.08
04:00 - 05:00,0.26,0.51,0.52,0.16,0.18,0.0,0.03
05:00 - 06:00,0.14,0.18,0.12,0.29,0.16,0.01,0.01
06:00 - 07:00,0.12,0.43,0.3,0.29,0.29,0.03,0.0
07:00 - 08:00,0.12,0.14,0.23,0.21,0.07,0.03,0.0
08:00 - 09:00,0.15,0.18,0.14,0.07,0.15,0.03,0.0
09:00 - 10:00,0.26,0.22,0.22,0.18,0.14,0.07,0.04
10:00 - 11:00,0.19,0.19,0.19,0.3,0.16,0.01,0.07
11:00 - 12:00,0.12,0.19,0.19,0.34,0.14,0.04,0.03
12:00 - 13:00,0.19,0.25,0.25,0.38,0.33,0.05,0.01
13:00 - 14:00,0.23,0.4,0.32,0.34,0.23,0.08,0.0
14:00 - 15:00,0.36,0.93,0.58,0.54,0.36,0.04,0.01
15:00 - 16:00,1.04,1.58,1.21,1.43,1.58,0.07,0.08
16:00 - 17:00,0.92,3.18,1.65,1.41,1.33,0.29,0.03
17:00 - 18:00,1.22,2.69,1.74,1.4,1.55,0.19,0.11
18:00 - 19:00,1.1,1.19,1.51,1.59,1.89,0.14,0.11
19:00 - 20:00,1.06,1.28,1.14,1.06,1.13,0.1,0.05
20:00 - 21:00,1.28,1.37,1.04,1.23,0.96,0.1,0.25
21:00 - 22:00,1.18,1.66,0.95,1.14,1.36,0.15,0.04
22:00 - 23:00,1.33,1.48,1.04,1.73,1.33,0.16,0.03
23:00 - 00:00,3.65,1.62,1.21,1.36,1.11,0.08,0.15
