 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,4,7,3,4,4,3,14
01:00 - 02:00,10,7,11,6,4,6,16
02:00 - 03:00,22,4,5,7,9,4,7
03:00 - 04:00,18,14,12,13,10,12,6
04:00 - 05:00,9,15,12,16,11,3,9
05:00 - 06:00,4,11,3,4,2,3,9
06:00 - 07:00,1,2,2,7,5,2,3
07:00 - 08:00,0,3,0,2,0,0,2
08:00 - 09:00,1,0,0,0,2,1,0
09:00 - 10:00,1,0,1,0,0,0,2
10:00 - 11:00,0,0,5,0,0,0,0
11:00 - 12:00,2,0,3,3,1,6,0
12:00 - 13:00,0,4,0,1,1,0,0
13:00 - 14:00,1,1,0,1,2,2,0
14:00 - 15:00,6,3,5,2,0,1,0
15:00 - 16:00,0,4,0,0,3,3,2
16:00 - 17:00,0,3,0,5,1,10,1
17:00 - 18:00,0,1,1,0,0,3,6
18:00 - 19:00,1,1,0,0,0,4,6
19:00 - 20:00,0,2,2,1,2,4,10
20:00 - 21:00,0,0,1,2,2,6,9
21:00 - 22:00,4,1,3,1,2,9,14
22:00 - 23:00,2,2,1,1,3,7,7
23:00 - 00:00,2,1,2,1,3,3,11
