Issue key,Issue Type,Status,Project key,Project name,Project type,Resolution,Created,Resolved
NETOBSERV-1970,Task,To Do,NETOBSERV,Network Observability,software,,12/11/2024 09:07,
NETOBSERV-1969,Bug,Code Review,NETOBSERV,Network Observability,software,,12/11/2024 09:04,
NETOBSERV-1967,Story,Code Review,NETOBSERV,Network Observability,software,,08/11/2024 08:12,
NETOBSERV-1966,Spike,In Progress,NETOBSERV,Network Observability,software,,08/11/2024 07:51,
NETOBSERV-1965,Story,In Progress,NETOBSERV,Network Observability,software,,08/11/2024 07:47,
NETOBSERV-1964,Story,To Do,NETOBSERV,Network Observability,software,,07/11/2024 16:58,
NETOBSERV-1963,Story,In Progress,NETOBSERV,Network Observability,software,,07/11/2024 16:56,
NETOBSERV-1962,Story,Code Review,NETOBSERV,Network Observability,software,,07/11/2024 16:54,
NETOBSERV-1961,Story,Code Review,NETOBSERV,Network Observability,software,,07/11/2024 16:48,
NETOBSERV-1960,Story,To Do,NETOBSERV,Network Observability,software,,07/11/2024 16:42,
NETOBSERV-1959,Story,Code Review,NETOBSERV,Network Observability,software,,07/11/2024 15:53,
NETOBSERV-1958,Bug,Code Review,NETOBSERV,Network Observability,software,,06/11/2024 17:19,
NETOBSERV-1957,Bug,To Do,NETOBSERV,Network Observability,software,,05/11/2024 09:07,
NETOBSERV-1956,Bug,To Do,NETOBSERV,Network Observability,software,,05/11/2024 09:03,
NETOBSERV-1955,Bug,To Do,NETOBSERV,Network Observability,software,,05/11/2024 09:00,
NETOBSERV-1954,Bug,Code Review,NETOBSERV,Network Observability,software,,04/11/2024 09:24,
NETOBSERV-1953,Story,To Do,NETOBSERV,Network Observability,software,,28/10/2024 16:52,
NETOBSERV-1952,Bug,Code Review,NETOBSERV,Network Observability,software,,25/10/2024 17:14,
NETOBSERV-1951,Bug,To Do,NETOBSERV,Network Observability,software,,25/10/2024 14:19,
NETOBSERV-1950,Story,To Do,NETOBSERV,Network Observability,software,,24/10/2024 15:52,
NETOBSERV-1949,Story,To Do,NETOBSERV,Network Observability,software,,24/10/2024 15:45,
NETOBSERV-1948,Story,To Do,NETOBSERV,Network Observability,software,,18/10/2024 17:48,
NETOBSERV-1947,Epic,New,NETOBSERV,Network Observability,software,,18/10/2024 17:47,
NETOBSERV-1946,Story,To Do,NETOBSERV,Network Observability,software,,18/10/2024 15:21,
NETOBSERV-1945,Story,To Do,NETOBSERV,Network Observability,software,,18/10/2024 07:50,
NETOBSERV-1944,Story,To Do,NETOBSERV,Network Observability,software,,18/10/2024 07:41,
NETOBSERV-1943,Story,To Do,NETOBSERV,Network Observability,software,,18/10/2024 07:41,
NETOBSERV-1942,Spike,To Do,NETOBSERV,Network Observability,software,,18/10/2024 07:38,
NETOBSERV-1941,Story,To Do,NETOBSERV,Network Observability,software,,18/10/2024 07:35,
NETOBSERV-1940,Epic,New,NETOBSERV,Network Observability,software,,18/10/2024 07:30,
NETOBSERV-1939,Story,Closed,NETOBSERV,Network Observability,software,Done,17/10/2024 15:35,17/10/2024 15:35
NETOBSERV-1938,Story,To Do,NETOBSERV,Network Observability,software,,17/10/2024 14:44,
NETOBSERV-1935,Story,Code Review,NETOBSERV,Network Observability,software,,11/10/2024 14:39,
NETOBSERV-1934,Bug,Closed,NETOBSERV,Network Observability,software,Done,11/10/2024 14:20,17/10/2024 15:43
NETOBSERV-1933,Bug,Closed,NETOBSERV,Network Observability,software,Done,11/10/2024 08:20,17/10/2024 13:57
NETOBSERV-1932,Story,Closed,NETOBSERV,Network Observability,software,Done,09/10/2024 15:32,07/11/2024 18:54
NETOBSERV-1931,Story,Review,NETOBSERV,Network Observability,software,,09/10/2024 15:09,
NETOBSERV-1930,Story,To Do,NETOBSERV,Network Observability,software,,09/10/2024 15:05,
NETOBSERV-1929,Story,To Do,NETOBSERV,Network Observability,software,,09/10/2024 15:04,
NETOBSERV-1928,Epic,New,NETOBSERV,Network Observability,software,,09/10/2024 15:02,
NETOBSERV-1927,Story,Code Review,NETOBSERV,Network Observability,software,,09/10/2024 14:39,
NETOBSERV-1926,Spike,To Do,NETOBSERV,Network Observability,software,,09/10/2024 14:36,
NETOBSERV-1925,Story,To Do,NETOBSERV,Network Observability,software,,09/10/2024 07:28,
NETOBSERV-1924,Story,To Do,NETOBSERV,Network Observability,software,,09/10/2024 07:27,
NETOBSERV-1923,Epic,New,NETOBSERV,Network Observability,software,,09/10/2024 07:26,
NETOBSERV-1922,Task,Closed,NETOBSERV,Network Observability,software,Done,09/10/2024 07:02,05/11/2024 09:08
NETOBSERV-1921,Bug,Closed,NETOBSERV,Network Observability,software,Done,08/10/2024 16:57,06/11/2024 21:05
NETOBSERV-1920,Bug,Closed,NETOBSERV,Network Observability,software,Done,07/10/2024 10:10,08/10/2024 07:03
