Issue key,Issue Type,Status,Project key,Project name,Project type,Resolution,Created,Resolved
TACKLE-959,Bug,New,TACKLE,Konveyor Tackle,software,,23/06/2023 14:52,
TACKLE-958,Task,Closed,TACKLE,Konveyor Tackle,software,Not a Bug,23/06/2023 08:00,23/06/2023 14:48
TACKLE-957,Story,Closed,TACKLE,Konveyor Tackle,software,Done,06/03/2023 17:01,15/03/2023 20:50
TACKLE-956,Story,Closed,TACKLE,Konveyor Tackle,software,Done,06/03/2023 16:58,15/03/2023 20:50
TACKLE-955,Story,Closed,TACKLE,Konveyor Tackle,software,Done,06/03/2023 16:55,15/03/2023 20:51
TACKLE-954,Story,Closed,TACKLE,Konveyor Tackle,software,Done,06/03/2023 16:28,15/03/2023 20:51
TACKLE-953,Story,Closed,TACKLE,Konveyor Tackle,software,Done,06/03/2023 16:11,15/03/2023 20:51
TACKLE-949,Task,Closed,TACKLE,Konveyor Tackle,software,Obsolete,16/01/2023 13:30,22/02/2024 09:57
TACKLE-938,Feature Request,New,TACKLE,Konveyor Tackle,software,,10/01/2023 22:15,
TACKLE-932,Task,Closed,TACKLE,Konveyor Tackle,software,Done,05/01/2023 11:53,24/05/2023 05:21
TACKLE-916,Task,Closed,TACKLE,Konveyor Tackle,software,Done,22/12/2022 07:50,05/01/2023 11:36
TACKLE-915,Task,Closed,TACKLE,Konveyor Tackle,software,Done,22/12/2022 07:20,06/01/2023 06:39
TACKLE-898,Bug,Closed,TACKLE,Konveyor Tackle,software,Done,12/12/2022 15:49,13/12/2022 12:30
TACKLE-886,Task,Closed,TACKLE,Konveyor Tackle,software,Done,02/12/2022 09:25,20/12/2022 06:34
TACKLE-884,Task,Closed,TACKLE,Konveyor Tackle,software,Done,01/12/2022 05:04,20/12/2022 06:08
TACKLE-881,Task,Closed,TACKLE,Konveyor Tackle,software,Done,28/11/2022 09:04,28/11/2022 16:59
TACKLE-880,Bug,Closed,TACKLE,Konveyor Tackle,software,Done,24/11/2022 07:39,05/12/2022 10:08
TACKLE-878,Bug,Closed,TACKLE,Konveyor Tackle,software,Done,23/11/2022 11:56,05/12/2022 10:10
TACKLE-877,Bug,Closed,TACKLE,Konveyor Tackle,software,Not a Bug,23/11/2022 09:19,24/11/2022 06:00
TACKLE-876,Bug,Closed,TACKLE,Konveyor Tackle,software,Done,23/11/2022 08:47,24/11/2022 08:02
TACKLE-875,Bug,Closed,TACKLE,Konveyor Tackle,software,Done,21/11/2022 10:27,23/11/2022 15:17
TACKLE-874,Bug,Closed,TACKLE,Konveyor Tackle,software,Done,17/11/2022 17:14,07/12/2022 10:39
TACKLE-873,Bug,Closed,TACKLE,Konveyor Tackle,software,Done,17/11/2022 17:08,08/12/2022 10:39
TACKLE-872,Task,Closed,TACKLE,Konveyor Tackle,software,Done,17/11/2022 07:55,20/12/2022 08:10
TACKLE-869,Bug,Closed,TACKLE,Konveyor Tackle,software,Done,14/11/2022 14:49,16/11/2022 11:12
TACKLE-866,Task,Release Pending,TACKLE,Konveyor Tackle,software,Done,07/11/2022 17:02,01/12/2022 05:00
