Issue key,Issue Type,Status,Project key,Project name,Project type,Resolution,Created,Resolved
SECURITY-1008,Bug,Open,SECURITY,PicketBox ,software,,13/05/2021 09:32,
SECURITY-1006,Bug,Closed,SECURITY,PicketBox ,software,Not a Bug,20/02/2020 03:39,25/02/2020 09:10
SECURITY-1004,Enhancement,Closed,SECURITY,PicketBox ,software,Won't Do,04/08/2019 19:28,21/08/2019 07:53
SECURITY-1003,Bug,Closed,SECURITY,PicketBox ,software,Won't Do,02/08/2019 08:47,19/12/2019 15:12
SECURITY-1002,Bug,Closed,SECURITY,PicketBox ,software,Won't Do,31/07/2019 12:54,19/12/2019 15:12
SECURITY-1001,Task,Resolved,SECURITY,PicketBox ,software,Done,21/05/2019 10:21,21/05/2019 10:24
SECURITY-1000,Release,Resolved,SECURITY,PicketBox ,software,Done,21/05/2019 09:59,21/05/2019 10:44
SECURITY-999,Task,Resolved,SECURITY,PicketBox ,software,Done,21/05/2019 09:59,21/05/2019 10:18
SECURITY-998,Component Upgrade,Resolved,SECURITY,PicketBox ,software,Done,11/04/2019 09:45,21/05/2019 10:46
SECURITY-997,Task,Resolved,SECURITY,PicketBox ,software,Done,11/04/2019 08:44,21/05/2019 10:45
SECURITY-996,Release,Resolved,SECURITY,PicketBox ,software,Done,28/11/2018 08:31,28/11/2018 09:07
SECURITY-995,Bug,Open,SECURITY,PicketBox ,software,,04/10/2018 05:26,
SECURITY-993,Bug,Closed,SECURITY,PicketBox ,software,Done,23/02/2018 09:36,21/06/2018 08:17
SECURITY-992,Bug,Closed,SECURITY,PicketBox ,software,Done,12/06/2018 03:40,21/06/2018 08:15
SECURITY-991,Bug,Closed,SECURITY,PicketBox ,software,Done,11/06/2018 10:52,21/06/2018 08:18
SECURITY-990,Task,Closed,SECURITY,PicketBox ,software,Done,29/05/2018 10:51,29/05/2018 10:52
SECURITY-989,Bug,Closed,SECURITY,PicketBox ,software,Done,11/04/2018 06:41,02/05/2018 17:20
SECURITY-986,Bug,Resolved,SECURITY,PicketBox ,software,Done,19/02/2018 09:36,13/05/2020 12:21
SECURITY-985,Bug,Resolved,SECURITY,PicketBox ,software,Won't Do,19/02/2018 09:33,13/05/2020 12:24
SECURITY-984,Bug,Open,SECURITY,PicketBox ,software,,07/02/2018 03:53,
SECURITY-983,Bug,Closed,SECURITY,PicketBox ,software,Duplicate,06/11/2017 09:26,06/11/2017 09:27
SECURITY-982,Bug,Resolved,SECURITY,PicketBox ,software,Done,26/10/2017 03:42,30/10/2017 05:07
SECURITY-981,Bug,Resolved,SECURITY,PicketBox ,software,Done,11/10/2017 05:03,28/11/2018 08:31
SECURITY-980,Bug,Closed,SECURITY,PicketBox ,software,Duplicate,10/10/2017 07:40,10/10/2017 08:42
SECURITY-979,Bug,Coding In Progress,SECURITY,PicketBox ,software,,10/10/2017 07:33,
SECURITY-978,Bug,Resolved,SECURITY,PicketBox ,software,Done,29/09/2017 09:25,09/11/2017 13:36
SECURITY-977,Task,Closed,SECURITY,PicketBox ,software,Done,22/09/2017 12:42,22/09/2017 15:11
SECURITY-976,Task,Resolved,SECURITY,PicketBox ,software,Done,22/09/2017 12:41,22/09/2017 14:48
SECURITY-975,Bug,Resolved,SECURITY,PicketBox ,software,Done,10/08/2017 05:13,22/09/2017 14:41
SECURITY-974,Task,Resolved,SECURITY,PicketBox ,software,Done,27/07/2017 06:23,27/07/2017 06:28
SECURITY-973,Task,Resolved,SECURITY,PicketBox ,software,Done,26/07/2017 12:47,27/07/2017 06:23
SECURITY-972,Task,Closed,SECURITY,PicketBox ,software,Done,18/05/2017 16:01,18/05/2017 17:00
SECURITY-971,Bug,Closed,SECURITY,PicketBox ,software,Done,18/05/2017 15:58,18/05/2017 16:46
SECURITY-968,Task,Closed,SECURITY,PicketBox ,software,Done,29/03/2017 15:31,29/03/2017 16:02
SECURITY-967,Task,Closed,SECURITY,PicketBox ,software,Done,29/03/2017 15:05,29/03/2017 15:09
SECURITY-966,Bug,Closed,SECURITY,PicketBox ,software,Done,29/03/2017 14:20,29/03/2017 14:27
SECURITY-965,Release,Resolved,SECURITY,PicketBox ,software,Done,16/03/2017 19:14,16/03/2017 19:35
SECURITY-964,Release,Resolved,SECURITY,PicketBox ,software,Done,16/03/2017 19:07,16/03/2017 19:13
SECURITY-963,Task,Closed,SECURITY,PicketBox ,software,Done,09/03/2017 10:32,09/03/2017 12:59
SECURITY-960,Release,Resolved,SECURITY,PicketBox ,software,Done,24/10/2016 08:11,24/10/2016 08:25
SECURITY-959,Bug,Resolved,SECURITY,PicketBox ,software,Done,27/09/2016 09:30,09/03/2017 10:28
SECURITY-958,Bug,Open,SECURITY,PicketBox ,software,,23/09/2016 02:55,
SECURITY-956,Bug,Resolved,SECURITY,PicketBox ,software,Done,07/09/2016 07:18,09/03/2017 12:55
SECURITY-955,Bug,Closed,SECURITY,PicketBox ,software,Done,07/09/2016 02:31,27/02/2017 15:07
SECURITY-954,Bug,Resolved,SECURITY,PicketBox ,software,Done,06/09/2016 04:28,28/11/2018 08:31
SECURITY-953,Release,Closed,SECURITY,PicketBox ,software,Done,30/08/2016 15:36,30/08/2016 17:24
SECURITY-952,Bug,Open,SECURITY,PicketBox ,software,,22/08/2016 07:22,
SECURITY-951,Bug,Open,SECURITY,PicketBox ,software,,22/08/2016 07:21,
SECURITY-950,Release,Resolved,SECURITY,PicketBox ,software,Done,29/07/2016 07:42,29/07/2016 07:47
SECURITY-949,Feature Request,Open,SECURITY,PicketBox ,software,,15/07/2016 07:19,
SECURITY-948,Feature Request,Open,SECURITY,PicketBox ,software,,12/07/2016 04:44,
SECURITY-947,Feature Request,Open,SECURITY,PicketBox ,software,,27/06/2016 11:48,
SECURITY-946,Bug,Resolved,SECURITY,PicketBox ,software,Done,19/04/2016 02:01,29/07/2016 07:24
SECURITY-944,Bug,Resolved,SECURITY,PicketBox ,software,Done,19/04/2016 02:03,29/07/2016 07:23
SECURITY-943,Bug,Open,SECURITY,PicketBox ,software,,19/04/2016 02:16,
SECURITY-941,Bug,Resolved,SECURITY,PicketBox ,software,Done,14/04/2016 04:42,15/04/2016 11:21
SECURITY-940,Release,Resolved,SECURITY,PicketBox ,software,Done,30/03/2016 13:06,01/04/2016 08:11
SECURITY-939,Bug,Resolved,SECURITY,PicketBox ,software,Done,30/03/2016 13:05,01/04/2016 06:36
SECURITY-938,Bug,Resolved,SECURITY,PicketBox ,software,Done,14/03/2016 10:45,28/07/2016 22:48
SECURITY-937,Release,Resolved,SECURITY,PicketBox ,software,Done,17/02/2016 11:18,17/02/2016 11:29
SECURITY-936,Release,Resolved,SECURITY,PicketBox ,software,Done,17/02/2016 06:11,17/02/2016 08:33
SECURITY-934,Bug,Resolved,SECURITY,PicketBox ,software,Done,25/01/2016 10:46,31/05/2016 09:15
SECURITY-933,Bug,Resolved,SECURITY,PicketBox ,software,Done,15/01/2016 09:01,17/02/2016 06:10
SECURITY-932,Bug,Open,SECURITY,PicketBox ,software,,14/01/2016 11:10,
SECURITY-931,Bug,Resolved,SECURITY,PicketBox ,software,Done,31/12/2015 12:04,24/10/2016 14:32
