Issue key,Issue Type,Status,Project key,Project name,Project type,Resolution,Created,Resolved
RHELC-999,Spike,To Do,RHELC,RHEL Conversions,software,,19/04/2023 11:32,
RHELC-997,Task,Closed,RHELC,RHEL Conversions,software,Done,13/04/2023 15:02,03/04/2024 12:37
RHELC-994,Task,Closed,RHELC,RHEL Conversions,software,Won't Do,05/04/2023 14:40,01/08/2023 14:10
RHELC-993,Bug,Closed,RHELC,RHEL Conversions,software,Done,04/04/2023 19:20,10/05/2023 14:28
RHELC-976,Task,Closed,RHELC,RHEL Conversions,software,Done-Errata,31/03/2023 15:27,14/09/2023 13:12
RHELC-975,Task,Closed,RHELC,RHEL Conversions,software,Done-Errata,30/03/2023 19:10,14/09/2023 13:12
RHELC-974,Task,Closed,RHELC,RHEL Conversions,software,Done,30/03/2023 18:01,31/03/2023 18:15
RHELC-973,Task,Closed,RHELC,RHEL Conversions,software,Done,30/03/2023 17:00,31/03/2023 15:54
RHELC-970,Task,Closed,RHELC,RHEL Conversions,software,Done-Errata,23/03/2023 15:39,14/09/2023 13:12
RHELC-969,Task,To Do,RHELC,RHEL Conversions,software,,23/03/2023 13:14,
RHELC-967,Bug,To Do,RHELC,RHEL Conversions,software,,21/03/2023 16:37,
RHELC-966,Bug,Closed,RHELC,RHEL Conversions,software,Obsolete,21/03/2023 15:51,07/05/2024 23:25
RHELC-965,Bug,Closed,RHELC,RHEL Conversions,software,Done,20/03/2023 14:53,02/11/2023 13:35
RHELC-964,Task,To Do,RHELC,RHEL Conversions,software,,17/03/2023 21:00,
RHELC-963,Task,Closed,RHELC,RHEL Conversions,software,Duplicate,17/03/2023 20:59,17/03/2023 21:33
RHELC-962,Spike,Closed,RHELC,RHEL Conversions,software,Done,16/03/2023 19:29,06/06/2023 07:08
RHELC-961,Task,Release Pending,RHELC,RHEL Conversions,software,Done,14/03/2023 15:12,19/09/2024 11:10
RHELC-956,Task,Closed,RHELC,RHEL Conversions,software,Done-Errata,09/03/2023 12:19,14/03/2023 12:32
RHELC-955,Task,Closed,RHELC,RHEL Conversions,software,Done-Errata,09/03/2023 12:18,14/03/2023 12:33
RHELC-954,Task,Closed,RHELC,RHEL Conversions,software,Done-Errata,09/03/2023 12:17,14/03/2023 12:33
RHELC-953,Bug,Closed,RHELC,RHEL Conversions,software,Done-Errata,09/03/2023 12:16,14/03/2023 12:32
RHELC-952,Bug,Closed,RHELC,RHEL Conversions,software,Done-Errata,09/03/2023 12:16,14/03/2023 12:32
RHELC-951,Task,Closed,RHELC,RHEL Conversions,software,Done-Errata,09/03/2023 12:14,14/03/2023 12:33
RHELC-950,Task,Closed,RHELC,RHEL Conversions,software,Done-Errata,09/03/2023 12:13,14/03/2023 12:33
RHELC-949,Task,Closed,RHELC,RHEL Conversions,software,Done-Errata,09/03/2023 12:13,14/03/2023 12:33
RHELC-948,Task,Closed,RHELC,RHEL Conversions,software,Done-Errata,09/03/2023 12:11,14/03/2023 12:33
RHELC-947,Bug,Closed,RHELC,RHEL Conversions,software,Done-Errata,09/03/2023 12:11,14/03/2023 12:32
RHELC-946,Task,Closed,RHELC,RHEL Conversions,software,Done-Errata,09/03/2023 12:10,14/03/2023 12:32
RHELC-945,Task,Closed,RHELC,RHEL Conversions,software,Done-Errata,09/03/2023 12:09,14/03/2023 12:33
RHELC-944,Task,Closed,RHELC,RHEL Conversions,software,Done-Errata,09/03/2023 12:08,14/03/2023 12:32
RHELC-943,Task,Closed,RHELC,RHEL Conversions,software,Done-Errata,09/03/2023 12:04,14/03/2023 12:32
RHELC-942,Bug,Closed,RHELC,RHEL Conversions,software,Done-Errata,09/03/2023 12:03,14/03/2023 12:33
RHELC-941,Task,Closed,RHELC,RHEL Conversions,software,Done,09/03/2023 08:19,30/03/2023 20:37
RHELC-93,Bug,Closed,RHELC,RHEL Conversions,software,Done,26/01/2022 14:20,23/05/2022 11:07
RHELC-928,Task,Closed,RHELC,RHEL Conversions,software,Done,09/03/2023 07:57,31/03/2023 16:42
RHELC-924,Task,Closed,RHELC,RHEL Conversions,software,Done,09/03/2023 07:26,31/03/2023 17:09
RHELC-920,Bug,Closed,RHELC,RHEL Conversions,software,Obsolete,22/02/2023 12:17,18/06/2024 11:39
RHELC-903,Task,Closed,RHELC,RHEL Conversions,software,Done,17/02/2023 18:24,11/05/2023 18:47
RHELC-902,Epic,Closed,RHELC,RHEL Conversions,software,Done,17/02/2023 13:08,13/03/2024 17:56
RHELC-901,Task,Closed,RHELC,RHEL Conversions,software,Done-Errata,16/02/2023 18:36,02/08/2023 13:50
RHELC-899,Bug,Closed,RHELC,RHEL Conversions,software,Done-Errata,16/02/2023 00:01,02/08/2023 13:50
RHELC-898,Bug,Closed,RHELC,RHEL Conversions,software,Duplicate,15/02/2023 15:51,11/07/2023 15:24
RHELC-895,Bug,Closed,RHELC,RHEL Conversions,software,Done-Errata,10/02/2023 12:16,04/01/2024 15:54
RHELC-894,Bug,Closed,RHELC,RHEL Conversions,software,Won't Do,08/02/2023 11:36,02/03/2023 13:53
RHELC-892,Bug,Closed,RHELC,RHEL Conversions,software,Done-Errata,06/02/2023 17:19,14/03/2023 12:33
RHELC-890,Task,Closed,RHELC,RHEL Conversions,software,Done-Errata,03/02/2023 19:31,14/03/2023 12:33
RHELC-889,Task,Closed,RHELC,RHEL Conversions,software,Done-Errata,03/02/2023 19:21,14/03/2023 12:32
RHELC-888,Task,Closed,RHELC,RHEL Conversions,software,Done-Errata,03/02/2023 14:53,14/03/2023 12:32
RHELC-887,Task,Closed,RHELC,RHEL Conversions,software,Done,03/02/2023 13:51,03/02/2023 13:52
RHELC-886,Task,Closed,RHELC,RHEL Conversions,software,Done-Errata,02/02/2023 14:34,14/03/2023 12:33
RHELC-885,Bug,Closed,RHELC,RHEL Conversions,software,Done-Errata,01/02/2023 18:31,02/08/2023 13:49
RHELC-884,Bug,Closed,RHELC,RHEL Conversions,software,Done,31/01/2023 22:00,31/05/2024 08:53
RHELC-883,Task,To Do,RHELC,RHEL Conversions,software,,31/01/2023 17:52,
RHELC-882,Bug,Closed,RHELC,RHEL Conversions,software,Done-Errata,30/01/2023 21:00,14/03/2023 12:33
RHELC-880,Task,Closed,RHELC,RHEL Conversions,software,Done-Errata,26/01/2023 14:53,15/11/2023 14:36
RHELC-878,Task,Closed,RHELC,RHEL Conversions,software,Done,26/01/2023 14:24,26/06/2023 20:54
RHELC-877,Bug,Closed,RHELC,RHEL Conversions,software,Obsolete,25/01/2023 16:45,18/06/2024 11:30
RHELC-876,Task,Closed,RHELC,RHEL Conversions,software,Done,25/01/2023 14:18,18/10/2023 17:17
RHELC-875,Task,Closed,RHELC,RHEL Conversions,software,Done,25/01/2023 12:46,04/04/2023 13:41
RHELC-874,Task,Closed,RHELC,RHEL Conversions,software,Duplicate,25/01/2023 12:29,25/01/2023 12:30
RHELC-871,Task,Closed,RHELC,RHEL Conversions,software,Done,23/01/2023 13:57,29/06/2023 08:03
RHELC-869,Task,Closed,RHELC,RHEL Conversions,software,Done,19/01/2023 16:52,07/03/2023 14:10
RHELC-868,Bug,Closed,RHELC,RHEL Conversions,software,Not a Bug,18/01/2023 04:21,03/02/2023 20:51
RHELC-864,Task,Closed,RHELC,RHEL Conversions,software,Done,12/01/2023 08:42,31/01/2023 13:00
RHELC-863,Task,Closed,RHELC,RHEL Conversions,software,Done,12/01/2023 08:06,12/01/2023 08:07
RHELC-862,Task,Closed,RHELC,RHEL Conversions,software,Done,11/01/2023 15:40,12/01/2023 14:22
RHELC-861,Task,Closed,RHELC,RHEL Conversions,software,Done-Errata,11/01/2023 14:44,14/03/2023 12:32
RHELC-858,Task,Closed,RHELC,RHEL Conversions,software,Done-Errata,11/01/2023 13:55,14/03/2023 12:32
RHELC-855,Bug,Closed,RHELC,RHEL Conversions,software,Done-Errata,10/01/2023 17:12,04/01/2024 15:54
RHELC-854,Task,Closed,RHELC,RHEL Conversions,software,Done-Errata,10/01/2023 15:26,14/03/2023 12:33
RHELC-853,Epic,Closed,RHELC,RHEL Conversions,software,Done,09/01/2023 13:00,28/03/2023 13:29
RHELC-852,Task,Closed,RHELC,RHEL Conversions,software,Done,09/01/2023 12:35,25/04/2024 15:50
RHELC-850,Task,Closed,RHELC,RHEL Conversions,software,Done-Errata,04/01/2023 19:24,14/03/2023 12:32
