Issue key,Issue Type,Status,Project key,Project name,Project type,Resolution,Created,Resolved
STOR-961,Epic,Closed,STOR,OpenShift Storage,software,Done,28/06/2022 18:34,03/01/2023 15:51
STOR-960,Epic,Closed,STOR,OpenShift Storage,software,Done,28/06/2022 18:33,03/01/2023 15:51
STOR-951,Story,Closed,STOR,OpenShift Storage,software,Done,30/06/2022 15:45,19/09/2022 14:06
STOR-950,Story,Closed,STOR,OpenShift Storage,software,Done,24/06/2022 17:10,10/02/2023 14:50
STOR-949,Story,Closed,STOR,OpenShift Storage,software,Done,24/06/2022 17:09,18/01/2023 18:09
STOR-948,Story,Closed,STOR,OpenShift Storage,software,Done,24/06/2022 17:09,18/01/2023 11:09
STOR-947,Story,Closed,STOR,OpenShift Storage,software,Done,24/06/2022 17:09,09/02/2023 16:11
STOR-946,Story,Closed,STOR,OpenShift Storage,software,Done,24/06/2022 17:08,10/01/2023 17:39
STOR-945,Story,Closed,STOR,OpenShift Storage,software,Done,24/06/2022 17:08,06/07/2022 18:15
STOR-944,Story,Closed,STOR,OpenShift Storage,software,Done,24/06/2022 15:19,29/06/2022 20:55
STOR-884,Epic,Closed,STOR,OpenShift Storage,software,Obsolete,17/06/2022 15:21,15/07/2024 14:26
STOR-880,Epic,Closed,STOR,OpenShift Storage,software,Done,08/06/2022 16:53,13/12/2022 15:43
STOR-879,Story,Closed,STOR,OpenShift Storage,software,Done,08/06/2022 13:39,05/08/2022 15:08
STOR-878,Story,Closed,STOR,OpenShift Storage,software,Done,08/06/2022 13:35,15/07/2022 06:19
STOR-877,Epic,Closed,STOR,OpenShift Storage,software,Done,08/06/2022 13:32,17/10/2022 08:11
STOR-876,Story,Closed,STOR,OpenShift Storage,software,Done,08/06/2022 11:48,13/01/2023 18:23
STOR-875,Story,Closed,STOR,OpenShift Storage,software,Done,08/06/2022 11:34,02/03/2023 15:04
STOR-874,Story,Closed,STOR,OpenShift Storage,software,Done,08/06/2022 11:25,02/03/2023 15:05
STOR-873,Story,Closed,STOR,OpenShift Storage,software,Done,08/06/2022 11:30,02/03/2023 15:04
STOR-869,Spike,Closed,STOR,OpenShift Storage,software,Done,03/06/2022 15:17,07/06/2022 21:39
STOR-868,Story,Closed,STOR,OpenShift Storage,software,Done,30/05/2022 11:29,14/10/2022 14:00
