Issue key,Issue Type,Status,Project key,Project name,Project type,Resolution,Created,Resolved
PLINK-798,Bug,Open,PLINK,PicketLink,software,,02/06/2020 00:55,
PLINK-797,Bug,Open,PLINK,PicketLink,software,,25/03/2020 02:07,
PLINK-796,Bug,Open,PLINK,PicketLink,software,,19/09/2019 06:31,
PLINK-795,Bug,Open,PLINK,PicketLink,software,,01/07/2019 03:08,
PLINK-794,Task,Closed,PLINK,PicketLink,software,Done,10/06/2019 09:31,10/06/2019 10:08
PLINK-793,Bug,Open,PLINK,PicketLink,software,,22/05/2019 07:00,
PLINK-792,Bug,Open,PLINK,PicketLink,software,,14/02/2019 12:14,
PLINK-789,Feature Request,Open,PLINK,PicketLink,software,,15/11/2018 02:21,
PLINK-788,Bug,Open,PLINK,PicketLink,software,,15/11/2018 02:14,
PLINK-787,Bug,Resolved,PLINK,PicketLink,software,Duplicate,14/11/2018 10:36,14/11/2018 10:40
PLINK-786,Bug,Open,PLINK,PicketLink,software,,11/10/2018 10:39,
PLINK-785,Bug,Open,PLINK,PicketLink,software,,11/10/2018 04:23,
PLINK-784,Bug,Open,PLINK,PicketLink,software,,11/10/2018 04:18,
PLINK-783,Bug,Open,PLINK,PicketLink,software,,04/10/2018 06:50,
PLINK-782,Bug,Open,PLINK,PicketLink,software,,04/10/2018 06:24,
PLINK-781,Bug,Resolved,PLINK,PicketLink,software,Duplicate,05/09/2018 09:01,05/10/2018 06:17
PLINK-780,Bug,Open,PLINK,PicketLink,software,,16/07/2018 04:30,
PLINK-779,Bug,Open,PLINK,PicketLink,software,,14/03/2018 08:56,
PLINK-778,Bug,Open,PLINK,PicketLink,software,,27/02/2018 04:21,
PLINK-777,Feature Request,Open,PLINK,PicketLink,software,,22/02/2018 17:12,
PLINK-776,Bug,Resolved,PLINK,PicketLink,software,Done,29/11/2017 06:10,01/12/2017 02:54
PLINK-775,Bug,Resolved,PLINK,PicketLink,software,Done,21/02/2018 10:32,25/05/2018 14:50
PLINK-774,Enhancement,Resolved,PLINK,PicketLink,software,Duplicate,19/01/2018 16:29,19/01/2018 16:38
PLINK-773,Bug,Resolved,PLINK,PicketLink,software,Done,29/11/2017 04:01,
PLINK-771,Bug,Open,PLINK,PicketLink,software,,16/06/2017 03:53,
PLINK-770,Enhancement,Open,PLINK,PicketLink,software,,21/09/2017 23:00,
PLINK-768,Bug,Resolved,PLINK,PicketLink,software,Duplicate,14/07/2017 13:14,14/07/2017 13:15
PLINK-767,Bug,Open,PLINK,PicketLink,software,,19/06/2017 11:26,
PLINK-766,Bug,Open,PLINK,PicketLink,software,,19/06/2017 07:53,
PLINK-765,Bug,Open,PLINK,PicketLink,software,,16/05/2017 04:41,
PLINK-764,Bug,Open,PLINK,PicketLink,software,,16/05/2017 04:40,
PLINK-763,Bug,Open,PLINK,PicketLink,software,,13/04/2017 12:37,
PLINK-761,Bug,Resolved,PLINK,PicketLink,software,Done,24/02/2017 00:55,24/02/2017 01:03
PLINK-760,Bug,Open,PLINK,PicketLink,software,,09/02/2017 10:09,
PLINK-759,Bug,Open,PLINK,PicketLink,software,,04/01/2017 14:11,
PLINK-758,Component Upgrade,Open,PLINK,PicketLink,software,,13/11/2016 11:43,
PLINK-757,Bug,Resolved,PLINK,PicketLink,software,Duplicate,10/11/2016 14:41,10/11/2016 14:42
PLINK-756,Bug,Resolved,PLINK,PicketLink,software,Won't Do,31/10/2016 07:51,31/10/2016 08:00
PLINK-755,Feature Request,Open,PLINK,PicketLink,software,,02/09/2016 14:36,
PLINK-754,Feature Request,Open,PLINK,PicketLink,software,,01/08/2016 12:59,
PLINK-753,Feature Request,Open,PLINK,PicketLink,software,,01/08/2016 10:44,
PLINK-752,Bug,Open,PLINK,PicketLink,software,,01/08/2016 06:11,
PLINK-751,Bug,Open,PLINK,PicketLink,software,,01/08/2016 05:55,
PLINK-750,Bug,Open,PLINK,PicketLink,software,,20/07/2016 13:18,
PLINK-749,Bug,Open,PLINK,PicketLink,software,,13/07/2016 10:38,
PLINK-748,Bug,Open,PLINK,PicketLink,software,,28/06/2016 05:43,
PLINK-747,Feature Request,Open,PLINK,PicketLink,software,,23/06/2016 18:19,
PLINK-746,Bug,Open,PLINK,PicketLink,software,,17/06/2016 00:55,
PLINK-742,Bug,Open,PLINK,PicketLink,software,,20/05/2016 07:13,
PLINK-741,Bug,Resolved,PLINK,PicketLink,software,Duplicate,06/05/2016 08:12,06/05/2016 08:14
PLINK-740,Bug,Open,PLINK,PicketLink,software,,05/05/2016 14:50,
PLINK-739,Feature Request,Open,PLINK,PicketLink,software,,03/05/2016 01:11,
PLINK-738,Bug,Open,PLINK,PicketLink,software,,28/04/2016 10:30,
PLINK-737,Bug,Resolved,PLINK,PicketLink,software,Duplicate,01/04/2016 14:29,01/04/2016 14:30
PLINK-736,Bug,Resolved,PLINK,PicketLink,software,Done,01/04/2016 14:17,25/05/2016 03:45
PLINK-735,Bug,Open,PLINK,PicketLink,software,,01/04/2016 13:44,
PLINK-734,Bug,Open,PLINK,PicketLink,software,,18/03/2016 08:06,
PLINK-732,Feature Request,Closed,PLINK,PicketLink,software,Obsolete,25/01/2016 16:14,17/03/2016 04:48
PLINK-731,Bug,Closed,PLINK,PicketLink,software,Obsolete,15/01/2016 09:13,17/03/2016 04:48
PLINK-730,Bug,Resolved,PLINK,PicketLink,software,Done,12/01/2016 19:44,13/01/2016 06:58
PLINK-728,Bug,Open,PLINK,PicketLink,software,,17/12/2015 16:34,
PLINK-727,Bug,Resolved,PLINK,PicketLink,software,Duplicate,07/12/2015 00:48,08/12/2015 06:23
PLINK-726,Bug,Resolved,PLINK,PicketLink,software,Done,26/11/2015 05:20,16/12/2015 16:49
PLINK-725,Bug,Resolved,PLINK,PicketLink,software,Done,20/11/2015 15:32,16/12/2015 16:51
PLINK-724,Bug,Open,PLINK,PicketLink,software,,29/10/2015 15:28,
PLINK-723,Bug,Closed,PLINK,PicketLink,software,Obsolete,25/10/2015 11:22,17/03/2016 04:42
