Issue key,Issue Type,Status,Project key,Project name,Project type,Resolution,Created,Resolved
KIECLOUD-735,Bug,Resolved,KIECLOUD,KIE Cloud,software,Done,06/09/2023 16:58,12/09/2023 18:16
KIECLOUD-734,Bug,Resolved,KIECLOUD,KIE Cloud,software,Done,29/08/2023 09:09,31/08/2023 20:10
KIECLOUD-732,Bug,Resolved,KIECLOUD,KIE Cloud,software,Done,14/08/2023 09:40,24/08/2023 15:14
KIECLOUD-731,Task,Resolved,KIECLOUD,KIE Cloud,software,Done,11/08/2023 14:09,11/08/2023 14:30
KIECLOUD-730,Task,Resolved,KIECLOUD,KIE Cloud,software,Done,10/08/2023 10:49,10/08/2023 14:01
KIECLOUD-729,Task,Resolved,KIECLOUD,KIE Cloud,software,Done,10/08/2023 10:47,10/08/2023 14:01
KIECLOUD-728,Task,Resolved,KIECLOUD,KIE Cloud,software,Done,08/08/2023 17:09,09/08/2023 02:28
KIECLOUD-727,Enhancement,Closed,KIECLOUD,KIE Cloud,software,Won't Do,26/07/2023 14:49,28/09/2023 19:13
KIECLOUD-726,Bug,Resolved,KIECLOUD,KIE Cloud,software,Done,26/07/2023 13:59,26/07/2023 15:01
KIECLOUD-725,Task,Resolved,KIECLOUD,KIE Cloud,software,Done,27/06/2023 17:27,28/06/2023 19:34
KIECLOUD-724,Task,Resolved,KIECLOUD,KIE Cloud,software,Done,21/06/2023 15:55,23/06/2023 12:50
KIECLOUD-723,Task,Resolved,KIECLOUD,KIE Cloud,software,Done,14/06/2023 03:07,14/06/2023 11:40
KIECLOUD-722,Task,Open,KIECLOUD,KIE Cloud,software,,18/05/2023 18:04,
KIECLOUD-720,Task,Resolved,KIECLOUD,KIE Cloud,software,Done,15/05/2023 19:39,25/07/2023 13:24
KIECLOUD-719,Enhancement,Open,KIECLOUD,KIE Cloud,software,,15/05/2023 19:35,
KIECLOUD-718,Task,Closed,KIECLOUD,KIE Cloud,software,Won't Do,03/05/2023 18:31,15/09/2023 16:58
KIECLOUD-716,Task,Resolved,KIECLOUD,KIE Cloud,software,Done,19/04/2023 16:09,25/04/2023 17:19
KIECLOUD-715,Task,Resolved,KIECLOUD,KIE Cloud,software,Done,14/04/2023 22:06,18/04/2023 16:48
KIECLOUD-713,Task,Resolved,KIECLOUD,KIE Cloud,software,Done,12/04/2023 16:40,14/04/2023 18:11
KIECLOUD-712,Task,Resolved,KIECLOUD,KIE Cloud,software,Done,11/04/2023 20:55,19/04/2023 16:08
KIECLOUD-710,Bug,Resolved,KIECLOUD,KIE Cloud,software,Done,04/04/2023 15:52,10/05/2023 15:51
KIECLOUD-708,Component Upgrade,Resolved,KIECLOUD,KIE Cloud,software,Done,28/03/2023 20:23,29/03/2023 14:41
