Issue key,Issue Type,Status,Project key,Project name,Project type,Resolution,Created,Resolved
FUSEDOC-5401,Bug,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,27/11/2023 08:55,01/12/2023 11:08
FUSEDOC-5400,Bug,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,20/11/2023 10:42,30/11/2023 11:42
FUSEDOC-5399,Bug,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,14/11/2023 12:22,18/12/2023 11:41
FUSEDOC-5363,Bug,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,20/07/2023 07:50,10/10/2023 10:12
FUSEDOC-5360,Bug,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,10/07/2023 13:01,10/10/2023 10:29
FUSEDOC-5206,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,19/05/2023 12:39,17/11/2023 05:05
FUSEDOC-5202,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,04/05/2023 08:46,31/10/2023 11:14
FUSEDOC-5201,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,03/05/2023 15:23,03/05/2023 15:23
FUSEDOC-5191,Bug,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,17/04/2023 11:51,16/06/2023 11:49
FUSEDOC-5188,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Duplicate,12/04/2023 09:54,12/04/2023 10:47
FUSEDOC-5186,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,04/04/2023 11:59,06/06/2023 10:16
FUSEDOC-5184,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,29/03/2023 10:28,05/07/2023 07:48
FUSEDOC-5169,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,02/03/2023 12:53,16/08/2023 05:07
FUSEDOC-5142,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,07/02/2023 11:46,27/06/2023 09:50
FUSEDOC-5133,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,01/02/2023 15:30,08/03/2023 14:12
FUSEDOC-5128,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,20/01/2023 14:05,26/01/2023 10:38
FUSEDOC-5127,Task,Verified,FUSEDOC,Fuse/AMQ Documentation,software,Done,17/01/2023 17:52,13/02/2023 03:16
FUSEDOC-5124,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,11/01/2023 09:16,11/01/2023 09:30
FUSEDOC-5122,Bug,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,20/12/2022 16:13,08/03/2023 11:11
FUSEDOC-5119,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,13/12/2022 08:38,05/01/2023 16:02
FUSEDOC-5115,Bug,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,05/12/2022 01:17,03/01/2023 05:04
FUSEDOC-5111,Task,Verified,FUSEDOC,Fuse/AMQ Documentation,software,Done,02/12/2022 17:10,23/01/2023 16:50
FUSEDOC-5086,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,19/10/2022 07:51,22/11/2022 08:16
FUSEDOC-5085,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,18/10/2022 15:18,26/10/2022 12:03
FUSEDOC-5072,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,05/10/2022 13:14,10/10/2022 10:32
FUSEDOC-5070,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,04/10/2022 11:24,06/10/2022 09:17
FUSEDOC-5068,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,04/10/2022 08:32,19/10/2022 11:15
FUSEDOC-5056,Bug,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,27/09/2022 13:32,06/10/2022 05:05
FUSEDOC-5054,Bug,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,26/09/2022 07:23,26/09/2022 07:37
FUSEDOC-5052,Task,New,FUSEDOC,Fuse/AMQ Documentation,software,,21/09/2022 20:56,
FUSEDOC-5043,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,30/08/2022 06:58,02/09/2022 07:53
FUSEDOC-5042,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Duplicate,26/08/2022 14:03,29/08/2022 06:10
FUSEDOC-5041,Task,New,FUSEDOC,Fuse/AMQ Documentation,software,,26/08/2022 13:52,
FUSEDOC-5037,Feature Request,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,18/08/2022 02:00,27/10/2022 08:02
FUSEDOC-5032,Bug,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Obsolete,12/08/2022 01:07,29/08/2022 11:35
FUSEDOC-5030,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,10/08/2022 16:21,10/03/2023 13:58
FUSEDOC-5023,Bug,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,28/07/2022 03:10,19/09/2022 11:52
FUSEDOC-5022,Story,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,28/07/2022 01:19,28/07/2022 11:55
FUSEDOC-5021,Bug,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,28/07/2022 00:46,07/11/2022 16:14
FUSEDOC-5019,Bug,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,26/07/2022 14:40,21/09/2022 10:39
FUSEDOC-5011,Enhancement,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,25/07/2022 05:48,05/10/2022 08:17
FUSEDOC-5010,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,22/07/2022 07:34,07/09/2022 11:40
FUSEDOC-5005,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,20/07/2022 13:09,07/09/2022 11:39
FUSEDOC-5003,Task,Coding In Progress,FUSEDOC,Fuse/AMQ Documentation,software,,20/07/2022 11:06,
FUSEDOC-5001,Task,Verified,FUSEDOC,Fuse/AMQ Documentation,software,Done,20/07/2022 08:53,05/09/2022 12:15
FUSEDOC-4999,Bug,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,15/07/2022 05:36,26/08/2022 15:46
FUSEDOC-4993,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,11/07/2022 08:48,01/11/2022 04:48
FUSEDOC-4985,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,15/06/2022 21:43,20/07/2022 11:28
FUSEDOC-4984,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,15/06/2022 21:28,20/07/2022 08:26
FUSEDOC-4983,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,15/06/2022 21:20,14/07/2022 14:59
FUSEDOC-4977,Task,New,FUSEDOC,Fuse/AMQ Documentation,software,,08/06/2022 14:30,
FUSEDOC-4975,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,06/06/2022 22:21,14/07/2022 14:28
FUSEDOC-4972,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,03/06/2022 13:01,15/07/2022 13:06
FUSEDOC-4971,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,03/06/2022 12:56,15/07/2022 10:57
FUSEDOC-4970,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,03/06/2022 12:52,29/06/2022 11:37
FUSEDOC-4966,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,31/05/2022 13:30,01/08/2022 09:59
FUSEDOC-4965,Task,Verified,FUSEDOC,Fuse/AMQ Documentation,software,Done,31/05/2022 10:26,13/02/2023 13:09
FUSEDOC-4964,Enhancement,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Won't Do,30/05/2022 01:49,29/08/2022 08:16
FUSEDOC-4952,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,17/05/2022 13:48,06/07/2022 08:23
FUSEDOC-4949,Enhancement,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,12/05/2022 07:37,07/07/2022 09:26
FUSEDOC-4943,Bug,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,02/05/2022 01:47,31/05/2022 10:39
FUSEDOC-4942,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,28/04/2022 08:31,04/05/2022 05:46
FUSEDOC-4940,Task,Verified,FUSEDOC,Fuse/AMQ Documentation,software,Done,26/04/2022 12:59,28/06/2022 13:53
FUSEDOC-4937,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,25/04/2022 12:28,29/04/2022 18:34
FUSEDOC-4936,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,22/04/2022 07:16,16/05/2022 11:21
FUSEDOC-4931,Task,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,11/04/2022 16:07,28/06/2022 07:02
FUSEDOC-4920,Feature Request,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,01/04/2022 13:31,24/06/2022 10:19
FUSEDOC-4916,Enhancement,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,31/03/2022 10:50,08/04/2022 07:11
FUSEDOC-4913,Bug,Closed,FUSEDOC,Fuse/AMQ Documentation,software,Done,30/03/2022 21:47,05/05/2022 11:48
