Issue key,Issue Type,Status,Project key,Project name,Project type,Resolution,Created,Resolved
MGDAPI-6513,Task,New,MGDAPI,Managed Service - API,software,,12/11/2024 11:38,
MGDAPI-6510,Task,Closed,MGDAPI,Managed Service - API,software,Done,08/11/2024 15:22,08/11/2024 15:47
MGDAPI-6508,Task,Closed,MGDAPI,Managed Service - API,software,Done,06/11/2024 15:22,08/11/2024 10:51
MGDAPI-6500,Task,Closed,MGDAPI,Managed Service - API,software,Done,24/10/2024 20:19,04/11/2024 15:01
MGDAPI-6472,Task,New,MGDAPI,Managed Service - API,software,,16/10/2024 08:37,
MGDAPI-6471,Task,Closed,MGDAPI,Managed Service - API,software,Done,16/10/2024 07:34,04/11/2024 10:09
MGDAPI-6470,Task,Closed,MGDAPI,Managed Service - API,software,Done,16/10/2024 07:30,05/11/2024 08:43
MGDAPI-6468,Task,Closed,MGDAPI,Managed Service - API,software,Done,15/10/2024 08:42,05/11/2024 08:25
MGDAPI-6466,Task,Closed,MGDAPI,Managed Service - API,software,Done,15/10/2024 08:34,04/11/2024 09:58
MGDAPI-6465,Task,Closed,MGDAPI,Managed Service - API,software,Done,15/10/2024 08:24,04/11/2024 10:46
MGDAPI-6463,Task,Closed,MGDAPI,Managed Service - API,software,Done,15/10/2024 08:13,25/10/2024 07:56
MGDAPI-6462,Task,Closed,MGDAPI,Managed Service - API,software,Done,15/10/2024 08:07,04/11/2024 09:48
MGDAPI-6461,Epic,New,MGDAPI,Managed Service - API,software,,15/10/2024 07:42,
MGDAPI-6456,Task,Closed,MGDAPI,Managed Service - API,software,Done,09/10/2024 13:53,10/10/2024 14:12
MGDAPI-6452,Task,New,MGDAPI,Managed Service - API,software,,02/10/2024 11:11,
MGDAPI-6451,Task,Closed,MGDAPI,Managed Service - API,software,Done,01/10/2024 14:08,07/10/2024 13:02
MGDAPI-6448,Task,Closed,MGDAPI,Managed Service - API,software,Done,25/09/2024 16:22,25/09/2024 16:55
MGDAPI-6446,Task,Closed,MGDAPI,Managed Service - API,software,Done,25/09/2024 08:40,10/10/2024 13:07
MGDAPI-6434,Task,Closed,MGDAPI,Managed Service - API,software,Done,29/08/2024 07:52,30/08/2024 11:07
MGDAPI-6421,Task,Closed,MGDAPI,Managed Service - API,software,Done,14/08/2024 14:10,19/08/2024 10:34
MGDAPI-6420,Epic,New,MGDAPI,Managed Service - API,software,,13/08/2024 06:55,
MGDAPI-6419,Task,New,MGDAPI,Managed Service - API,software,,13/08/2024 06:55,
MGDAPI-6418,Task,Closed,MGDAPI,Managed Service - API,software,Can't Do,06/08/2024 13:43,12/08/2024 13:32
MGDAPI-6416,Task,Closed,MGDAPI,Managed Service - API,software,Done,05/08/2024 12:51,05/08/2024 13:40
MGDAPI-6415,Task,Closed,MGDAPI,Managed Service - API,software,Done,05/08/2024 08:11,14/10/2024 13:16
MGDAPI-6414,Task,Closed,MGDAPI,Managed Service - API,software,Done,02/08/2024 15:00,19/08/2024 13:24
MGDAPI-6412,Task,Closed,MGDAPI,Managed Service - API,software,Done,30/07/2024 11:46,27/08/2024 14:02
MGDAPI-6398,Task,Closed,MGDAPI,Managed Service - API,software,Done,26/06/2024 19:49,09/07/2024 12:47
MGDAPI-6390,Task,Closed,MGDAPI,Managed Service - API,software,Done,17/06/2024 08:36,15/07/2024 13:18
MGDAPI-6382,Task,Closed,MGDAPI,Managed Service - API,software,Done,10/06/2024 14:33,06/08/2024 13:17
MGDAPI-6358,Task,Closed,MGDAPI,Managed Service - API,software,Done,30/05/2024 08:54,02/07/2024 10:07
MGDAPI-6353,Spike,New,MGDAPI,Managed Service - API,software,,28/05/2024 09:03,
MGDAPI-6352,Spike,Closed,MGDAPI,Managed Service - API,software,Done,28/05/2024 08:55,10/06/2024 14:36
MGDAPI-6347,Task,New,MGDAPI,Managed Service - API,software,,27/05/2024 10:55,
MGDAPI-6319,Task,New,MGDAPI,Managed Service - API,software,,07/05/2024 11:07,
MGDAPI-6318,Task,Closed,MGDAPI,Managed Service - API,software,Done,07/05/2024 10:37,23/05/2024 12:43
MGDAPI-6317,Task,Closed,MGDAPI,Managed Service - API,software,Done,03/05/2024 13:42,23/05/2024 06:15
MGDAPI-6308,Task,Closed,MGDAPI,Managed Service - API,software,Done,24/04/2024 09:20,15/10/2024 14:34
MGDAPI-6307,Epic,New,MGDAPI,Managed Service - API,software,,24/04/2024 09:17,
MGDAPI-6306,Epic,New,MGDAPI,Managed Service - API,software,,23/04/2024 08:34,
MGDAPI-6305,Task,New,MGDAPI,Managed Service - API,software,,22/04/2024 19:56,
MGDAPI-6302,Task,New,MGDAPI,Managed Service - API,software,,22/04/2024 10:01,
MGDAPI-6292,Task,Closed,MGDAPI,Managed Service - API,software,Done,03/04/2024 15:24,07/06/2024 14:21
MGDAPI-6291,Task,Closed,MGDAPI,Managed Service - API,software,Done,03/04/2024 14:42,18/06/2024 10:13
MGDAPI-6290,Task,Closed,MGDAPI,Managed Service - API,software,Done,03/04/2024 14:15,02/07/2024 14:13
MGDAPI-6289,Task,Closed,MGDAPI,Managed Service - API,software,Done,03/04/2024 14:14,09/07/2024 13:08
