Issue key,Issue Type,Status,Project key,Project name,Project type,Resolution,Created,Resolved
COMPOSER-2387,Bug,New,COMPOSER,Image Builder,software,,07/11/2024 07:39,
COMPOSER-2386,Bug,New,COMPOSER,Image Builder,software,,05/11/2024 13:16,
COMPOSER-2381,Spike,In Progress,COMPOSER,Image Builder,software,,28/10/2024 10:19,
COMPOSER-2379,Bug,New,COMPOSER,Image Builder,software,,25/10/2024 09:04,
COMPOSER-2378,Task,Closed,COMPOSER,Image Builder,software,Done,24/10/2024 11:10,05/11/2024 17:26
COMPOSER-2377,Bug,New,COMPOSER,Image Builder,software,,20/10/2024 20:39,
COMPOSER-2376,Bug,Closed,COMPOSER,Image Builder,software,Done,20/10/2024 20:36,25/10/2024 12:50
COMPOSER-2372,Bug,Closed,COMPOSER,Image Builder,software,Done,11/10/2024 11:51,14/10/2024 09:36
COMPOSER-2361,Story,In Progress,COMPOSER,Image Builder,software,,01/10/2024 15:17,
COMPOSER-2354,Task,Closed,COMPOSER,Image Builder,software,Done,17/09/2024 08:31,09/10/2024 16:44
COMPOSER-2353,Task,Closed,COMPOSER,Image Builder,software,Done,17/09/2024 08:30,09/10/2024 16:43
COMPOSER-2352,Task,New,COMPOSER,Image Builder,software,,17/09/2024 08:30,
COMPOSER-2351,Task,Closed,COMPOSER,Image Builder,software,Duplicate,17/09/2024 08:29,17/09/2024 08:32
COMPOSER-2350,Story,In Progress,COMPOSER,Image Builder,software,,16/09/2024 15:07,
COMPOSER-2343,Task,Closed,COMPOSER,Image Builder,software,Done,26/08/2024 14:31,09/09/2024 15:28
COMPOSER-2339,Task,Closed,COMPOSER,Image Builder,software,Done,14/08/2024 06:49,22/08/2024 10:22
COMPOSER-2337,Task,Closed,COMPOSER,Image Builder,software,Done,14/08/2024 07:11,16/08/2024 11:01
COMPOSER-2308,Story,Closed,COMPOSER,Image Builder,software,Done,10/07/2024 10:17,24/09/2024 09:31
COMPOSER-2297,Feature,New,COMPOSER,Image Builder,software,,03/07/2024 09:46,
COMPOSER-2292,Feature,New,COMPOSER,Image Builder,software,,03/07/2024 09:17,
COMPOSER-2291,Feature,In Progress,COMPOSER,Image Builder,software,,03/07/2024 09:02,
COMPOSER-2290,Feature,New,COMPOSER,Image Builder,software,,03/07/2024 09:02,
COMPOSER-2276,Spike,Closed,COMPOSER,Image Builder,software,Duplicate,19/06/2024 10:31,19/06/2024 10:32
COMPOSER-2275,Spike,New,COMPOSER,Image Builder,software,,19/06/2024 10:31,
COMPOSER-2274,Story,Closed,COMPOSER,Image Builder,software,Done,18/06/2024 12:26,24/09/2024 09:39
COMPOSER-2263,Task,Resolved,COMPOSER,Image Builder,software,Done,04/06/2024 10:29,17/06/2024 07:25
COMPOSER-2254,Bug,New,COMPOSER,Image Builder,software,,23/05/2024 11:43,
COMPOSER-2252,Feature,In Progress,COMPOSER,Image Builder,software,,22/05/2024 09:34,
COMPOSER-2249,Outcome,Closed,COMPOSER,Image Builder,software,Done,23/08/2023 11:55,16/05/2024 22:07
COMPOSER-2248,Outcome,New,COMPOSER,Image Builder,software,,21/03/2024 08:54,
COMPOSER-2247,Outcome,In Progress,COMPOSER,Image Builder,software,,23/08/2023 11:55,
COMPOSER-2246,Outcome,In Progress,COMPOSER,Image Builder,software,,23/08/2023 11:56,
COMPOSER-2245,Bug,New,COMPOSER,Image Builder,software,,16/05/2024 15:08,
COMPOSER-2236,Bug,New,COMPOSER,Image Builder,software,,13/05/2024 13:56,
COMPOSER-2221,Story,New,COMPOSER,Image Builder,software,,25/04/2024 16:25,
COMPOSER-2209,Story,Closed,COMPOSER,Image Builder,software,Done,18/04/2024 12:08,18/04/2024 17:49
COMPOSER-2205,Story,New,COMPOSER,Image Builder,software,,12/04/2024 13:20,
COMPOSER-2201,Bug,New,COMPOSER,Image Builder,software,,03/04/2024 09:45,
COMPOSER-2195,Task,New,COMPOSER,Image Builder,software,,25/03/2024 13:21,
COMPOSER-2191,Task,New,COMPOSER,Image Builder,software,,12/03/2024 22:17,
COMPOSER-2167,Task,Closed,COMPOSER,Image Builder,software,Done,28/02/2024 15:25,02/07/2024 15:58
COMPOSER-2160,Task,Closed,COMPOSER,Image Builder,software,Can't Do,28/02/2024 08:35,19/03/2024 10:30
COMPOSER-2157,Story,Resolved,COMPOSER,Image Builder,software,Done,22/02/2024 14:29,27/02/2024 14:31
COMPOSER-2153,Task,Closed,COMPOSER,Image Builder,software,Done,16/02/2024 14:26,08/04/2024 09:22
COMPOSER-2151,Task,Closed,COMPOSER,Image Builder,software,Done,14/02/2024 15:48,19/02/2024 10:04
COMPOSER-2148,Task,Closed,COMPOSER,Image Builder,software,Done,09/02/2024 21:44,14/02/2024 17:26
COMPOSER-2141,Bug,Closed,COMPOSER,Image Builder,software,Cannot Reproduce,01/02/2024 10:14,09/02/2024 13:07
COMPOSER-2140,Task,New,COMPOSER,Image Builder,software,,31/01/2024 19:43,
COMPOSER-2135,Bug,New,COMPOSER,Image Builder,software,,26/01/2024 16:12,
COMPOSER-2124,Task,New,COMPOSER,Image Builder,software,,17/01/2024 14:18,
COMPOSER-2121,Bug,New,COMPOSER,Image Builder,software,,11/01/2024 12:30,
COMPOSER-2120,Task,New,COMPOSER,Image Builder,software,,10/01/2024 13:12,
COMPOSER-2118,Bug,New,COMPOSER,Image Builder,software,,08/01/2024 10:07,
COMPOSER-2114,Bug,Testing,COMPOSER,Image Builder,software,,22/12/2023 09:11,
COMPOSER-2113,Bug,New,COMPOSER,Image Builder,software,,21/12/2023 12:28,
COMPOSER-2112,Task,Closed,COMPOSER,Image Builder,software,Done,21/12/2023 08:21,18/03/2024 16:09
COMPOSER-2099,Task,New,COMPOSER,Image Builder,software,,11/12/2023 13:49,
COMPOSER-2090,Task,Closed,COMPOSER,Image Builder,software,Done,02/12/2023 00:06,28/02/2024 12:24
COMPOSER-2089,Task,Closed,COMPOSER,Image Builder,software,Done,02/12/2023 00:06,28/02/2024 12:24
COMPOSER-2086,Bug,Resolved,COMPOSER,Image Builder,software,Done,30/11/2023 15:57,06/12/2023 17:29
COMPOSER-2084,Task,Closed,COMPOSER,Image Builder,software,Done,28/11/2023 12:25,04/12/2023 13:13
COMPOSER-2083,Task,Closed,COMPOSER,Image Builder,software,Done,28/11/2023 12:25,04/12/2023 13:13
COMPOSER-2082,Task,Closed,COMPOSER,Image Builder,software,Done,28/11/2023 12:24,04/12/2023 13:20
COMPOSER-2081,Task,Closed,COMPOSER,Image Builder,software,Done,28/11/2023 12:24,04/12/2023 13:11
COMPOSER-2074,Bug,Closed,COMPOSER,Image Builder,software,Done,22/11/2023 10:37,01/02/2024 13:48
COMPOSER-2071,Story,New,COMPOSER,Image Builder,software,,10/11/2023 11:22,
COMPOSER-2068,Bug,Closed,COMPOSER,Image Builder,software,Done,09/11/2023 15:34,20/02/2024 23:06
COMPOSER-2066,Bug,Closed,COMPOSER,Image Builder,software,Done,07/11/2023 16:04,24/11/2023 15:13
COMPOSER-2060,Task,Closed,COMPOSER,Image Builder,software,Done,31/10/2023 12:25,30/05/2024 11:40
COMPOSER-2059,Task,Closed,COMPOSER,Image Builder,software,Done,31/10/2023 12:13,20/10/2024 20:30
COMPOSER-2056,Story,Closed,COMPOSER,Image Builder,software,Done,25/10/2023 07:44,06/12/2023 12:21
