 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.23,0.92,1.31,1.19,1.24,0.66,0.23
01:00 - 02:00,0.28,1.1,1.15,1.68,1.01,1.2,0.32
02:00 - 03:00,0.28,0.78,1.42,1.67,1.56,1.29,0.32
03:00 - 04:00,0.32,1.1,1.67,1.72,1.29,1.24,0.34
04:00 - 05:00,0.18,0.83,1.1,1.9,1.12,1.13,0.19
05:00 - 06:00,0.35,1.28,1.36,1.88,1.4,1.12,0.16
06:00 - 07:00,0.23,0.8,1.28,1.29,1.26,0.83,0.16
07:00 - 08:00,0.23,0.83,1.33,1.2,0.82,1.29,0.19
08:00 - 09:00,0.28,1.06,0.71,0.96,0.74,0.6,0.07
09:00 - 10:00,0.16,0.5,0.73,0.64,0.41,0.53,0.05
10:00 - 11:00,0.19,0.21,0.53,0.69,0.28,0.41,0.05
11:00 - 12:00,0.07,0.41,0.37,0.55,0.53,0.18,0.21
12:00 - 13:00,0.14,0.34,0.78,0.5,0.16,0.28,0.11
13:00 - 14:00,0.21,0.67,0.71,0.53,0.57,0.3,0.09
14:00 - 15:00,0.3,0.32,0.58,0.39,0.43,0.19,0.18
15:00 - 16:00,0.27,0.34,0.73,0.37,0.32,0.21,0.07
16:00 - 17:00,0.3,0.41,0.9,0.53,0.35,0.14,0.09
17:00 - 18:00,0.35,0.46,0.48,0.6,0.34,0.27,0.12
18:00 - 19:00,0.35,0.41,0.39,0.66,0.28,0.07,0.04
19:00 - 20:00,0.5,0.62,0.99,0.64,0.32,0.19,0.3
20:00 - 21:00,0.18,0.57,0.6,0.92,0.28,0.14,0.09
21:00 - 22:00,0.32,0.28,0.71,0.6,0.32,0.18,0.07
22:00 - 23:00,0.53,0.69,0.97,0.53,0.74,0.18,0.16
23:00 - 00:00,0.85,0.85,1.08,0.76,0.55,0.11,0.14
