 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.0,0.43,0.21,0.0,0.21,0.0,0.0
01:00 - 02:00,0.0,0.21,1.28,0.0,0.21,0.43,0.0
02:00 - 03:00,0.0,0.0,0.0,0.0,0.0,0.21,0.0
03:00 - 04:00,0.43,0.43,0.0,0.21,0.0,0.43,0.0
04:00 - 05:00,0.21,0.21,0.85,0.21,0.21,0.0,0.0
05:00 - 06:00,0.43,0.21,0.64,0.0,0.0,0.0,0.0
06:00 - 07:00,1.49,0.0,0.85,0.21,0.85,0.0,0.0
07:00 - 08:00,1.28,1.06,0.64,1.7,1.28,0.0,0.21
08:00 - 09:00,1.91,2.77,1.7,1.49,1.7,0.0,0.0
09:00 - 10:00,4.04,2.77,2.77,1.06,0.21,0.0,0.0
10:00 - 11:00,1.7,1.28,1.49,2.55,2.34,0.21,0.0
11:00 - 12:00,1.28,2.55,0.43,1.7,0.43,0.0,0.21
12:00 - 13:00,2.34,1.49,1.28,0.21,1.28,0.0,0.0
13:00 - 14:00,1.7,1.49,4.47,1.28,1.49,0.21,0.21
14:00 - 15:00,1.7,1.28,0.85,1.49,1.91,0.0,0.43
15:00 - 16:00,0.43,1.06,1.49,0.43,1.49,0.43,0.21
16:00 - 17:00,0.85,1.28,0.85,1.49,0.21,0.0,0.21
17:00 - 18:00,0.21,0.64,1.06,0.0,0.21,0.0,0.21
18:00 - 19:00,0.0,0.0,0.43,0.0,0.21,0.0,0.0
19:00 - 20:00,0.64,0.43,0.0,0.43,0.43,0.0,0.0
20:00 - 21:00,0.43,0.0,0.21,0.21,0.43,0.0,0.0
21:00 - 22:00,0.85,0.21,0.21,0.0,0.85,0.21,0.0
22:00 - 23:00,0.0,0.21,0.21,0.0,0.43,0.0,0.0
23:00 - 00:00,0.21,0.21,0.43,0.21,0.0,0.21,0.0
