 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,1,29,29,37,28,20,0
01:00 - 02:00,1,22,17,26,24,12,1
02:00 - 03:00,3,15,9,16,19,6,1
03:00 - 04:00,4,10,5,12,6,137,1
04:00 - 05:00,2,4,10,232,12,1,0
05:00 - 06:00,7,12,6,153,5,2,0
06:00 - 07:00,7,13,7,11,13,1,1
07:00 - 08:00,8,13,18,13,22,3,1
08:00 - 09:00,15,29,19,20,18,2,5
09:00 - 10:00,19,31,23,20,19,5,1
10:00 - 11:00,16,19,26,14,8,2,0
11:00 - 12:00,13,29,19,19,8,0,0
12:00 - 13:00,19,19,20,14,17,0,3
13:00 - 14:00,23,28,19,18,22,3,5
14:00 - 15:00,24,15,18,16,13,4,1
15:00 - 16:00,8,19,15,18,12,4,0
16:00 - 17:00,28,24,28,29,18,0,2
17:00 - 18:00,29,31,34,37,25,2,7
18:00 - 19:00,30,37,37,31,38,2,4
19:00 - 20:00,30,19,35,30,34,1,3
20:00 - 21:00,37,42,27,29,35,4,2
21:00 - 22:00,37,36,35,36,37,4,2
22:00 - 23:00,34,41,32,38,28,2,3
23:00 - 00:00,64,32,48,33,43,1,2
