 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,14,19,4,8,14,17,23
01:00 - 02:00,6,21,6,15,11,14,14
02:00 - 03:00,10,12,19,16,12,21,10
03:00 - 04:00,16,20,11,8,25,14,4
04:00 - 05:00,20,21,23,10,13,13,6
05:00 - 06:00,13,13,5,12,11,9,4
06:00 - 07:00,12,8,11,6,5,5,14
07:00 - 08:00,3,5,5,5,6,1,11
08:00 - 09:00,4,3,2,4,3,0,1
09:00 - 10:00,0,0,0,1,1,0,1
10:00 - 11:00,2,2,0,0,0,0,0
11:00 - 12:00,0,1,1,1,0,0,0
12:00 - 13:00,0,0,0,1,4,0,1
13:00 - 14:00,3,5,2,2,3,1,0
14:00 - 15:00,0,1,7,3,9,1,0
15:00 - 16:00,4,2,1,3,1,4,6
16:00 - 17:00,3,4,4,7,6,5,14
17:00 - 18:00,2,2,3,16,14,7,13
18:00 - 19:00,0,3,4,2,5,8,11
19:00 - 20:00,2,6,1,5,3,15,14
20:00 - 21:00,3,7,9,10,6,11,13
21:00 - 22:00,9,3,8,7,6,12,2
22:00 - 23:00,8,7,1,7,7,6,4
23:00 - 00:00,7,8,10,3,6,13,14
