 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,16,26,33,27,35,26,7
01:00 - 02:00,9,31,23,33,28,12,8
02:00 - 03:00,15,32,29,37,42,19,14
03:00 - 04:00,27,20,35,28,23,23,8
04:00 - 05:00,15,17,22,19,18,5,5
05:00 - 06:00,17,23,25,22,21,8,14
06:00 - 07:00,30,26,20,31,29,9,9
07:00 - 08:00,33,43,111,39,35,10,17
08:00 - 09:00,31,37,252,40,37,7,7
09:00 - 10:00,33,33,63,39,33,18,14
10:00 - 11:00,19,23,33,29,28,5,18
11:00 - 12:00,35,34,31,22,23,7,8
12:00 - 13:00,37,40,37,36,24,12,8
13:00 - 14:00,21,24,24,32,18,9,14
14:00 - 15:00,25,20,33,35,28,5,12
15:00 - 16:00,35,43,32,22,28,6,20
16:00 - 17:00,23,23,32,26,29,12,11
17:00 - 18:00,31,39,36,40,33,9,10
18:00 - 19:00,43,39,47,35,54,12,13
19:00 - 20:00,35,29,34,35,39,9,9
20:00 - 21:00,42,43,55,43,41,10,9
21:00 - 22:00,42,46,45,37,51,10,13
22:00 - 23:00,44,45,41,45,30,16,20
23:00 - 00:00,34,43,56,39,34,13,9
