 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.46,1.07,1.07,0.92,1.07,1.22,0.15
01:00 - 02:00,0.15,1.22,0.61,1.53,1.07,1.22,0.0
02:00 - 03:00,0.61,1.22,0.92,0.92,1.07,1.38,0.46
03:00 - 04:00,0.76,0.76,1.53,1.07,1.22,1.07,0.46
04:00 - 05:00,0.46,0.76,1.07,1.22,0.31,0.92,0.31
05:00 - 06:00,0.15,0.76,1.38,2.14,0.46,0.31,0.15
06:00 - 07:00,0.0,0.46,0.31,0.76,1.07,0.61,0.46
07:00 - 08:00,0.15,0.92,0.31,0.15,0.61,0.92,0.15
08:00 - 09:00,0.76,0.15,0.15,0.46,0.31,0.15,0.15
09:00 - 10:00,1.07,0.61,0.15,0.31,0.46,0.0,0.31
10:00 - 11:00,0.0,0.46,0.61,0.15,0.15,0.15,0.31
11:00 - 12:00,0.0,0.31,0.31,0.61,0.0,0.76,0.31
12:00 - 13:00,0.0,0.61,0.31,0.31,0.0,0.15,0.0
13:00 - 14:00,0.46,0.31,0.61,0.15,0.15,0.15,0.46
14:00 - 15:00,0.0,0.31,0.92,0.15,0.0,0.15,0.46
15:00 - 16:00,0.76,1.07,0.15,0.76,0.61,0.15,0.15
16:00 - 17:00,0.76,0.31,0.76,0.92,0.31,0.31,0.15
17:00 - 18:00,1.38,0.76,1.07,0.61,0.76,0.46,0.0
18:00 - 19:00,0.92,0.61,0.76,0.92,0.46,0.31,0.61
19:00 - 20:00,0.61,0.15,0.92,0.46,0.15,0.0,0.31
20:00 - 21:00,1.68,1.07,1.07,0.61,0.31,0.76,0.0
21:00 - 22:00,1.22,0.31,1.07,1.53,1.07,0.31,0.46
22:00 - 23:00,0.31,1.07,1.22,1.22,1.68,0.46,0.46
23:00 - 00:00,0.61,1.07,0.61,0.61,1.68,0.15,0.61
