 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,8,30,18,33,22,18,7
01:00 - 02:00,7,15,14,12,21,9,8
02:00 - 03:00,15,16,15,11,13,9,3
03:00 - 04:00,14,5,9,6,19,11,11
04:00 - 05:00,10,17,14,12,26,9,7
05:00 - 06:00,10,16,13,22,15,5,3
06:00 - 07:00,5,11,14,8,8,5,10
07:00 - 08:00,1,9,13,15,3,0,7
08:00 - 09:00,3,2,4,3,5,17,10
09:00 - 10:00,0,1,4,1,1,1,13
10:00 - 11:00,0,0,1,2,0,2,4
11:00 - 12:00,0,0,0,1,1,4,2
12:00 - 13:00,0,4,0,3,2,2,1
13:00 - 14:00,7,4,3,5,1,2,2
14:00 - 15:00,5,10,22,8,17,2,5
15:00 - 16:00,11,12,12,17,9,7,3
16:00 - 17:00,18,15,17,22,19,4,7
17:00 - 18:00,15,39,26,29,22,8,1
18:00 - 19:00,24,25,32,27,31,1,4
19:00 - 20:00,26,20,17,21,24,9,7
20:00 - 21:00,28,22,29,23,31,4,7
21:00 - 22:00,25,22,26,29,23,5,9
22:00 - 23:00,57,33,31,22,32,8,7
23:00 - 00:00,33,35,37,25,42,5,2
