 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,1.04,0.72,1.17,1.17,0.46,0.07,0.26
01:00 - 02:00,0.59,0.91,0.85,0.59,0.33,0.07,0.0
02:00 - 03:00,0.85,0.33,0.78,0.59,0.52,0.2,0.0
03:00 - 04:00,0.52,0.78,0.39,0.52,0.46,0.2,0.0
04:00 - 05:00,0.59,0.33,0.72,0.65,0.91,0.07,0.07
05:00 - 06:00,0.39,0.85,0.72,0.39,0.39,0.07,0.13
06:00 - 07:00,0.2,0.78,0.59,0.52,0.72,0.2,0.07
07:00 - 08:00,0.39,0.52,0.65,0.52,0.33,0.07,0.07
08:00 - 09:00,0.72,0.52,0.13,0.26,0.65,0.2,0.0
09:00 - 10:00,0.46,1.04,0.98,0.52,0.39,0.13,0.2
10:00 - 11:00,0.65,0.98,0.91,0.85,0.78,0.33,0.2
11:00 - 12:00,0.26,0.52,0.26,0.72,0.65,0.07,0.0
12:00 - 13:00,0.98,0.78,0.78,0.78,0.72,0.2,0.07
13:00 - 14:00,0.65,0.91,0.85,1.37,1.17,0.07,0.07
14:00 - 15:00,0.52,0.98,0.98,0.85,0.59,0.26,0.26
15:00 - 16:00,0.2,0.85,0.72,0.91,0.52,0.13,0.52
16:00 - 17:00,1.3,0.78,1.43,0.59,0.46,0.2,0.91
17:00 - 18:00,0.78,1.63,1.43,0.98,0.52,0.33,0.26
18:00 - 19:00,0.98,1.43,1.17,1.56,0.52,0.26,0.52
19:00 - 20:00,0.59,1.3,1.63,1.17,0.13,0.13,0.78
20:00 - 21:00,1.43,0.72,0.52,0.78,0.26,0.13,0.72
21:00 - 22:00,0.59,0.46,0.91,0.65,0.13,0.0,0.98
22:00 - 23:00,1.3,0.59,0.85,0.85,0.07,0.07,0.2
23:00 - 00:00,1.76,1.17,2.02,0.98,0.13,0.07,0.65
