System,Group,Duration Analysed (days),Start Date & Time (date),End Date & Time (date),Total PBIs (PBIs),Filtered PBIs (PBIs),Planned Arrivals (PBIs),Unplanned Arrivals (PBIs),Cancelled Arrivals (PBIs),Net Arrivals (PBIs),Services (PBIs),Measured System Size (PBIs),Planned Arrival Rate - alpha (PBIs/day),Unplanned Arrival Rate - epsilon (PBIs/day),Cancelled Rate - gamma (PBIs/day),Service Rate - mu (PBIs/day),Psi,Nu,Zeta,Inventory Days,Strategy,alpha R^2,epsilon R^2,gamma,mu R^2,Date/Time of Analysis,Notes
MCPE,Last100,99,2021-09-27 07:58:03,2022-01-05 07:45:38, , ,1,8427,8437,N/A,2449,-2460,0,93.349,88.542,24.917,5.183,0.0,0.051,179.034,Catch-up,0,0.986,0.987,0.99,2025-03-17 22:16:22.738127,,
