 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.93,0.77,0.65,0.49,0.65,0.71,0.51
01:00 - 02:00,0.32,0.84,1.04,0.28,0.54,0.52,0.6
02:00 - 03:00,0.31,0.34,0.22,0.47,0.29,0.72,0.24
03:00 - 04:00,0.17,0.54,0.2,0.48,0.59,0.17,0.91
04:00 - 05:00,0.42,0.39,0.94,0.86,0.38,0.17,0.16
05:00 - 06:00,0.53,0.88,0.8,0.71,0.38,0.32,0.28
06:00 - 07:00,0.16,0.17,0.32,0.49,0.33,0.3,0.36
07:00 - 08:00,0.17,0.49,0.08,0.17,0.08,0.18,0.13
08:00 - 09:00,0.08,0.3,0.14,0.08,0.2,0.06,0.15
09:00 - 10:00,0.22,0.1,0.21,0.24,0.14,0.15,0.17
10:00 - 11:00,0.41,0.21,0.21,0.25,0.14,0.02,0.24
11:00 - 12:00,0.29,0.4,0.42,0.16,0.26,0.03,0.05
12:00 - 13:00,0.41,0.33,0.6,0.34,0.29,0.07,0.1
13:00 - 14:00,0.79,0.42,0.96,0.67,2.44,0.07,0.03
14:00 - 15:00,2.13,1.49,1.1,1.83,1.46,0.28,0.51
15:00 - 16:00,1.63,1.01,0.92,1.86,0.64,0.98,0.77
16:00 - 17:00,0.65,0.54,0.86,0.94,0.59,0.63,0.78
17:00 - 18:00,1.04,0.96,3.68,0.72,0.6,0.44,0.75
18:00 - 19:00,0.72,0.56,5.25,0.84,1.87,0.69,0.23
19:00 - 20:00,0.42,0.62,0.51,0.46,0.87,0.34,0.6
20:00 - 21:00,0.45,0.56,0.38,1.08,0.72,0.72,0.85
21:00 - 22:00,0.73,0.53,0.62,0.72,0.56,0.44,0.56
22:00 - 23:00,0.6,0.41,0.57,1.27,0.62,0.7,0.59
23:00 - 00:00,0.7,0.72,0.54,0.78,0.49,0.34,0.92
