2011-07-04 10:54:00,2011-07-04 10:55:00,2011-07-04 10:57:00,2011-07-04 10:58:00,2011-07-04 11:02:00,2011-07-04 11:04:00,2011-07-04 11:05:00,2011-07-04 11:06:00,2011-07-04 11:07:00,2011-07-04 11:10:00,2011-07-04 11:11:00,2011-07-04 11:13:00,2011-07-04 11:13:00,2011-07-04 11:14:00,2011-07-04 11:15:00,2011-07-04 11:16:00,2011-07-04 11:18:00,2011-07-04 11:18:00,2011-07-04 11:22:00,2011-07-04 11:22:00,2011-07-04 11:23:00,2011-07-04 11:24:00,2011-07-04 11:25:00,2011-07-04 11:27:00,2011-08-04 11:46:00,2011-08-11 09:57:00,2011-08-16 10:50:00,2011-08-17 12:50:00,2011-09-13 10:56:00,2011-09-13 13:34:00,2011-09-13 15:16:00,2011-09-13 15:22:00,2011-09-14 17:25:00,2011-09-16 10:02:00,2011-09-16 12:15:00,2011-09-16 13:59:00,2011-09-16 14:52:00,2011-09-26 12:18:00,2011-09-30 16:21:00,2011-10-04 11:53:00,2011-10-05 14:35:00
66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106
