 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.38,0.61,0.61,0.61,0.69,0.69,0.23
01:00 - 02:00,0.3,0.91,0.61,0.38,1.07,1.07,0.0
02:00 - 03:00,0.23,0.91,0.84,0.76,0.53,0.3,0.0
03:00 - 04:00,0.15,0.23,0.53,0.69,0.69,0.23,0.08
04:00 - 05:00,0.08,0.3,1.14,0.38,0.38,0.46,0.15
05:00 - 06:00,0.15,0.61,0.69,0.23,0.61,0.38,0.38
06:00 - 07:00,0.15,0.15,0.61,0.38,0.3,0.23,0.38
07:00 - 08:00,0.38,0.69,1.14,0.38,0.46,0.08,0.08
08:00 - 09:00,0.3,0.53,0.69,0.53,0.69,0.23,0.08
09:00 - 10:00,0.3,0.61,0.76,0.76,0.53,0.3,0.08
10:00 - 11:00,0.23,0.99,0.38,0.61,0.84,0.23,0.23
11:00 - 12:00,0.53,0.69,0.38,1.07,0.76,0.0,0.15
12:00 - 13:00,0.46,0.99,1.14,0.76,0.69,0.08,0.23
13:00 - 14:00,0.53,1.22,1.29,0.53,0.61,0.08,0.15
14:00 - 15:00,0.61,1.45,1.14,0.53,0.91,0.15,0.08
15:00 - 16:00,0.46,0.53,0.84,1.22,1.37,0.23,0.0
16:00 - 17:00,0.69,0.76,1.14,0.99,0.76,0.3,0.15
17:00 - 18:00,0.61,1.29,0.76,1.29,1.07,0.23,0.23
18:00 - 19:00,1.14,1.29,1.07,0.46,0.99,0.0,0.38
19:00 - 20:00,0.76,1.75,1.83,0.91,1.07,0.08,0.23
20:00 - 21:00,0.53,1.37,0.99,1.07,0.53,0.3,0.3
21:00 - 22:00,0.84,1.37,0.99,1.22,1.22,0.23,0.23
22:00 - 23:00,0.99,0.84,0.46,0.69,0.3,0.3,0.23
23:00 - 00:00,1.37,0.91,0.61,1.14,1.07,0.23,0.0
