 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.1,0.1,0.21,0.1,0.31,0.0,0.0
01:00 - 02:00,0.31,0.0,0.1,0.31,0.41,0.0,0.21
02:00 - 03:00,0.41,0.31,0.21,0.1,0.21,0.0,0.0
03:00 - 04:00,0.31,0.0,0.62,0.41,0.41,0.1,0.0
04:00 - 05:00,0.1,1.64,0.92,0.41,0.0,0.0,0.0
05:00 - 06:00,0.92,1.33,2.05,0.92,1.44,0.0,0.0
06:00 - 07:00,0.62,1.23,0.92,0.72,0.51,0.0,0.0
07:00 - 08:00,0.92,1.23,1.64,0.72,0.72,0.0,0.0
08:00 - 09:00,0.51,1.75,1.85,1.44,0.51,0.0,0.0
09:00 - 10:00,1.33,0.92,1.13,1.13,0.62,0.0,0.1
10:00 - 11:00,1.54,2.16,1.44,1.23,0.41,0.1,0.0
11:00 - 12:00,1.33,1.85,2.36,2.57,1.75,0.0,0.0
12:00 - 13:00,1.13,3.29,3.39,1.75,0.72,0.0,0.0
13:00 - 14:00,0.72,1.64,0.92,0.51,0.41,0.0,0.21
14:00 - 15:00,1.03,1.03,1.95,2.16,0.72,0.41,0.0
15:00 - 16:00,0.62,0.82,0.92,0.62,0.41,0.0,0.1
16:00 - 17:00,0.41,1.64,0.72,1.03,0.41,0.0,0.0
17:00 - 18:00,0.92,0.62,0.92,0.31,0.41,0.0,0.21
18:00 - 19:00,0.41,1.13,0.51,0.62,0.82,0.0,0.1
19:00 - 20:00,0.31,0.51,0.51,0.1,0.21,0.0,0.1
20:00 - 21:00,0.82,1.03,1.54,1.13,0.62,0.0,0.0
21:00 - 22:00,0.21,0.21,0.72,0.31,0.0,0.0,0.1
22:00 - 23:00,0.21,0.1,0.21,0.62,0.31,0.0,0.0
23:00 - 00:00,0.1,0.1,0.21,0.31,0.1,0.0,0.41
