 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.31,0.31,0.61,0.92,1.38,1.53,0.46
01:00 - 02:00,0.0,0.46,1.99,0.31,1.53,0.15,0.15
02:00 - 03:00,0.92,1.22,1.07,0.92,0.92,0.31,0.15
03:00 - 04:00,1.99,0.61,1.83,0.46,0.46,0.61,0.76
04:00 - 05:00,0.31,0.46,1.53,0.61,0.31,0.76,0.46
05:00 - 06:00,0.92,0.61,1.22,0.61,0.61,0.76,0.15
06:00 - 07:00,0.0,0.46,1.22,2.45,0.61,0.61,1.22
07:00 - 08:00,0.61,0.92,1.53,0.0,0.15,0.92,0.92
08:00 - 09:00,0.61,0.61,0.31,0.46,0.61,0.61,0.15
09:00 - 10:00,0.0,0.46,0.31,0.61,0.15,0.15,0.15
10:00 - 11:00,0.15,0.46,0.46,0.31,0.0,0.15,0.0
11:00 - 12:00,0.15,0.31,0.15,0.31,0.15,0.46,0.15
12:00 - 13:00,0.31,0.15,0.76,0.15,2.14,0.31,0.15
13:00 - 14:00,0.46,0.15,0.15,0.46,0.46,0.0,0.31
14:00 - 15:00,0.0,0.31,0.0,0.46,0.31,0.0,0.15
15:00 - 16:00,0.76,1.22,1.38,0.31,0.31,0.0,0.0
16:00 - 17:00,1.38,0.46,1.68,0.46,0.31,0.46,0.15
17:00 - 18:00,0.61,0.46,0.76,1.38,1.07,0.0,0.76
18:00 - 19:00,0.46,0.76,1.07,0.61,0.92,0.0,0.0
19:00 - 20:00,0.76,0.15,0.92,0.61,0.46,0.0,1.68
20:00 - 21:00,0.92,0.46,0.61,0.46,0.61,0.46,0.61
21:00 - 22:00,0.76,0.46,1.99,0.31,0.61,0.15,1.38
22:00 - 23:00,0.0,1.22,0.92,0.61,0.46,0.61,0.0
23:00 - 00:00,0.76,0.61,0.92,0.92,1.68,0.0,0.31
