Issue key,Issue Type,Status,Project key,Project name,Project type,Resolution,Created,Resolved
RDO-421,Bug,Closed,RDO,RDO Project,software,Done,06/11/2024 07:45,08/11/2024 14:29
RDO-420,Story,Closed,RDO,RDO Project,software,Done,05/11/2024 09:27,06/11/2024 09:03
RDO-415,Story,New,RDO,RDO Project,software,,29/10/2024 11:34,
RDO-414,Story,New,RDO,RDO Project,software,,29/10/2024 11:29,
RDO-413,Story,New,RDO,RDO Project,software,,29/10/2024 11:28,
RDO-412,Epic,New,RDO,RDO Project,software,,29/10/2024 11:23,
RDO-411,Bug,Closed,RDO,RDO Project,software,Done,28/10/2024 10:53,30/10/2024 09:10
RDO-410,Bug,Closed,RDO,RDO Project,software,Done,28/10/2024 10:18,30/10/2024 09:09
RDO-405,Story,Closed,RDO,RDO Project,software,Done,25/10/2024 09:02,04/11/2024 13:36
RDO-404,Bug,In Progress,RDO,RDO Project,software,,23/10/2024 09:33,
RDO-403,Bug,In Progress,RDO,RDO Project,software,,22/10/2024 16:53,
RDO-400,Bug,Closed,RDO,RDO Project,software,Done,15/10/2024 13:46,15/10/2024 14:05
RDO-397,Story,New,RDO,RDO Project,software,,15/10/2024 09:21,
RDO-396,Story,Closed,RDO,RDO Project,software,Done,15/10/2024 09:20,15/10/2024 09:20
RDO-395,Epic,New,RDO,RDO Project,software,,15/10/2024 07:59,
RDO-394,Bug,Closed,RDO,RDO Project,software,Done,14/10/2024 16:51,15/10/2024 06:58
RDO-390,Story,New,RDO,RDO Project,software,,11/10/2024 15:25,
RDO-389,Story,New,RDO,RDO Project,software,,11/10/2024 13:39,
RDO-385,Story,New,RDO,RDO Project,software,,11/10/2024 13:28,
RDO-384,Story,Closed,RDO,RDO Project,software,Done,11/10/2024 11:46,17/10/2024 08:34
RDO-380,Story,In Progress,RDO,RDO Project,software,,11/10/2024 08:47,
RDO-379,Story,New,RDO,RDO Project,software,,10/10/2024 16:23,
RDO-377,Story,In Progress,RDO,RDO Project,software,,10/10/2024 16:18,
RDO-376,Epic,In Progress,RDO,RDO Project,software,,10/10/2024 16:10,
RDO-374,Bug,Closed,RDO,RDO Project,software,Done,09/10/2024 10:41,11/10/2024 09:35
RDO-373,Bug,Closed,RDO,RDO Project,software,Done,09/10/2024 10:40,11/10/2024 09:35
RDO-372,Story,New,RDO,RDO Project,software,,09/10/2024 09:21,
RDO-371,Bug,New,RDO,RDO Project,software,,04/10/2024 12:58,
RDO-369,Bug,Closed,RDO,RDO Project,software,Done,02/10/2024 07:59,11/10/2024 09:35
