Issue key,Issue Type,Status,Project key,Project name,Project type,Resolution,Created,Resolved
DMR-53,Task,Resolved,DMR,DMR,software,Done,02/08/2023 08:43,03/08/2023 08:51
DMR-52,Task,Resolved,DMR,DMR,software,Done,02/08/2023 08:35,03/08/2023 07:50
DMR-51,Task,Resolved,DMR,DMR,software,Done,02/08/2023 08:34,03/08/2023 07:55
DMR-50,Task,Resolved,DMR,DMR,software,Done,02/08/2023 08:33,19/09/2023 06:42
DMR-49,Enhancement,Open,DMR,DMR,software,,05/05/2021 22:50,
DMR-48,Task,Open,DMR,DMR,software,,10/08/2020 12:52,
DMR-47,Bug,Resolved,DMR,DMR,software,Done,17/04/2020 18:02,17/04/2020 18:28
DMR-46,Feature Request,Resolved,DMR,DMR,software,Done,13/09/2019 12:31,17/04/2020 17:08
DMR-45,Feature Request,Resolved,DMR,DMR,software,Done,26/07/2019 12:11,25/08/2021 09:10
DMR-44,Bug,Resolved,DMR,DMR,software,Done,13/06/2018 12:26,17/04/2020 18:30
DMR-43,Task,Resolved,DMR,DMR,software,Done,13/02/2018 12:27,13/02/2018 12:32
DMR-42,Enhancement,Open,DMR,DMR,software,,15/12/2017 15:54,
DMR-41,Enhancement,Resolved,DMR,DMR,software,Done,15/12/2017 10:44,16/12/2017 12:49
DMR-40,Enhancement,Resolved,DMR,DMR,software,Done,11/10/2017 17:42,13/02/2018 11:22
DMR-39,Bug,Resolved,DMR,DMR,software,Done,22/09/2017 13:56,19/12/2017 12:12
DMR-38,Bug,Closed,DMR,DMR,software,Won't Do,15/09/2017 12:39,15/09/2017 14:26
DMR-37,Enhancement,Resolved,DMR,DMR,software,Done,15/09/2017 11:26,15/09/2017 14:44
DMR-36,Enhancement,Resolved,DMR,DMR,software,Done,19/07/2017 11:05,26/07/2017 11:48
DMR-35,Enhancement,Resolved,DMR,DMR,software,Done,09/03/2017 12:19,19/12/2017 12:15
DMR-34,Enhancement,Resolved,DMR,DMR,software,Done,17/02/2017 17:40,18/02/2017 09:39
DMR-33,Enhancement,Resolved,DMR,DMR,software,Done,17/02/2017 14:55,18/02/2017 09:39
DMR-32,Bug,Resolved,DMR,DMR,software,Done,17/02/2017 14:09,18/02/2017 09:39
DMR-31,Bug,Resolved,DMR,DMR,software,Done,17/02/2017 14:06,18/02/2017 09:38
DMR-30,Enhancement,Resolved,DMR,DMR,software,Done,17/02/2017 14:04,18/02/2017 09:38
DMR-29,Bug,Closed,DMR,DMR,software,Won't Do,05/12/2016 12:45,05/12/2016 13:01
DMR-18,Bug,Resolved,DMR,DMR,software,Done,16/02/2015 05:41,17/02/2015 12:49
DMR-17,Enhancement,Resolved,DMR,DMR,software,Won't Do,07/03/2012 06:16,17/02/2017 18:28
DMR-16,Feature Request,Resolved,DMR,DMR,software,Won't Do,28/11/2014 06:59,30/03/2017 14:45
DMR-15,Bug,Resolved,DMR,DMR,software,Done,24/11/2014 19:17,17/02/2015 15:31
DMR-14,Bug,Resolved,DMR,DMR,software,Done,24/11/2014 16:30,24/11/2014 17:42
DMR-13,Feature Request,Resolved,DMR,DMR,software,Won't Do,03/10/2014 16:54,03/10/2014 18:28
DMR-12,Enhancement,Resolved,DMR,DMR,software,Done,17/09/2014 09:24,18/02/2017 09:38
DMR-11,Enhancement,Pull Request Sent,DMR,DMR,software,,16/07/2014 17:06,
DMR-10,Bug,Resolved,DMR,DMR,software,Done,19/11/2013 11:25,20/02/2017 10:17
DMR-9,Feature Request,Resolved,DMR,DMR,software,Done,11/11/2013 09:17,11/08/2016 15:12
DMR-8,Bug,Resolved,DMR,DMR,software,Done,10/04/2013 13:39,11/06/2013 15:01
DMR-7,Feature Request,Resolved,DMR,DMR,software,Done,13/02/2013 16:06,11/06/2013 15:02
DMR-6,Bug,Resolved,DMR,DMR,software,Done,11/02/2013 11:15,11/06/2013 15:02
DMR-5,Feature Request,Resolved,DMR,DMR,software,Done,08/02/2013 11:51,29/09/2014 16:55
DMR-4,Bug,Open,DMR,DMR,software,,04/02/2013 12:08,
DMR-3,Enhancement,Resolved,DMR,DMR,software,Done,04/04/2012 11:26,04/02/2013 12:42
DMR-2,Bug,Resolved,DMR,DMR,software,Done,20/12/2012 10:28,20/12/2012 10:29
DMR-1,Bug,Resolved,DMR,DMR,software,Done,20/12/2012 08:21,04/02/2013 12:32
