Issue key,Issue Type,Status,Project key,Project name,Project type,Resolution,Created,Resolved
JBMETA-457,Bug,Coding In Progress,JBMETA,JBoss Metadata,software,,18/07/2024 16:47,
JBMETA-456,Bug,Open,JBMETA,JBoss Metadata,software,,20/03/2024 18:33,
JBMETA-455,Task,Open,JBMETA,JBoss Metadata,software,,26/06/2023 20:19,
JBMETA-453,Task,Coding In Progress,JBMETA,JBoss Metadata,software,,03/01/2023 07:19,
JBMETA-452,Bug,Resolved,JBMETA,JBoss Metadata,software,Done,03/01/2023 07:12,31/01/2023 13:21
JBMETA-451,Task,Resolved,JBMETA,JBoss Metadata,software,Done,04/11/2022 21:33,17/11/2022 09:40
JBMETA-450,Task,Resolved,JBMETA,JBoss Metadata,software,Done,04/11/2022 15:20,16/06/2023 07:24
JBMETA-448,Task,Resolved,JBMETA,JBoss Metadata,software,Done,04/11/2022 14:57,17/11/2022 09:40
JBMETA-447,Task,Resolved,JBMETA,JBoss Metadata,software,Done,04/11/2022 14:45,17/11/2022 09:40
JBMETA-446,Task,Resolved,JBMETA,JBoss Metadata,software,Done,04/11/2022 14:39,17/11/2022 09:40
JBMETA-445,Component Upgrade,Resolved,JBMETA,JBoss Metadata,software,Done,26/10/2022 01:09,13/12/2022 13:25
JBMETA-444,Bug,Resolved,JBMETA,JBoss Metadata,software,Done,25/10/2022 22:14,13/12/2022 13:22
JBMETA-443,Component Upgrade,Resolved,JBMETA,JBoss Metadata,software,Done,25/10/2022 21:17,13/12/2022 13:21
JBMETA-442,Bug,Resolved,JBMETA,JBoss Metadata,software,Done,18/10/2022 06:27,09/12/2022 13:03
JBMETA-441,Bug,Resolved,JBMETA,JBoss Metadata,software,Done,16/09/2022 13:32,17/11/2022 09:16
JBMETA-440,Enhancement,Resolved,JBMETA,JBoss Metadata,software,Done,13/09/2022 09:18,16/11/2022 16:25
JBMETA-439,Bug,Resolved,JBMETA,JBoss Metadata,software,Done,12/09/2022 16:01,16/11/2022 16:25
JBMETA-438,Bug,Resolved,JBMETA,JBoss Metadata,software,Done,09/09/2022 15:49,16/11/2022 16:26
JBMETA-437,Enhancement,Resolved,JBMETA,JBoss Metadata,software,Done,06/09/2022 12:53,16/11/2022 17:24
JBMETA-436,Enhancement,Resolved,JBMETA,JBoss Metadata,software,Done,20/06/2022 09:53,07/07/2022 20:46
JBMETA-435,Enhancement,Resolved,JBMETA,JBoss Metadata,software,Done,20/06/2022 09:47,07/07/2022 20:45
JBMETA-434,Task,Resolved,JBMETA,JBoss Metadata,software,Done,20/06/2022 09:13,08/07/2022 08:43
JBMETA-433,Enhancement,Resolved,JBMETA,JBoss Metadata,software,Done,20/06/2022 09:09,07/07/2022 20:44
JBMETA-432,Enhancement,Resolved,JBMETA,JBoss Metadata,software,Done,20/06/2022 09:01,25/08/2022 20:06
JBMETA-431,Enhancement,Resolved,JBMETA,JBoss Metadata,software,Done,15/06/2022 23:03,07/07/2022 20:43
JBMETA-430,Enhancement,Resolved,JBMETA,JBoss Metadata,software,Done,28/02/2022 12:31,20/06/2022 18:13
JBMETA-429,Enhancement,Resolved,JBMETA,JBoss Metadata,software,Done,28/02/2022 12:30,20/06/2022 18:12
JBMETA-428,Bug,Resolved,JBMETA,JBoss Metadata,software,Done,17/05/2022 12:49,25/05/2022 14:59
JBMETA-427,Task,Resolved,JBMETA,JBoss Metadata,software,Done,24/03/2022 16:01,01/05/2022 14:18
JBMETA-426,Feature Request,Resolved,JBMETA,JBoss Metadata,software,Done,22/02/2022 20:35,30/08/2022 21:20
JBMETA-425,Enhancement,Resolved,JBMETA,JBoss Metadata,software,Done,07/02/2022 22:12,22/02/2022 20:48
JBMETA-424,Bug,Resolved,JBMETA,JBoss Metadata,software,Done,20/08/2021 08:46,20/08/2021 09:06
JBMETA-423,Enhancement,Resolved,JBMETA,JBoss Metadata,software,Done,19/08/2021 16:55,19/08/2021 20:32
JBMETA-422,Task,Resolved,JBMETA,JBoss Metadata,software,Done,15/07/2021 21:55,19/08/2021 20:30
JBMETA-421,Enhancement,Resolved,JBMETA,JBoss Metadata,software,Won't Do,11/02/2021 14:24,13/02/2021 13:34
JBMETA-420,Enhancement,Resolved,JBMETA,JBoss Metadata,software,Done,31/08/2020 17:39,18/02/2021 20:35
JBMETA-419,Feature Request,Resolved,JBMETA,JBoss Metadata,software,Done,26/08/2020 22:47,11/02/2021 16:14
JBMETA-418,Bug,Closed,JBMETA,JBoss Metadata,software,Done,09/01/2020 15:28,25/12/2023 10:42
JBMETA-417,Bug,Resolved,JBMETA,JBoss Metadata,software,Done,20/12/2019 03:22,31/08/2020 14:06
JBMETA-416,Task,Closed,JBMETA,JBoss Metadata,software,Done,15/03/2019 06:17,19/03/2019 04:05
