Issue key,Issue Type,Status,Project key,Project name,Project type,Resolution,Created,Resolved
COS-3029,Story,In Progress,COS,CoreOS OCP,software,,06/11/2024 15:47,
COS-3028,Story,In Progress,COS,CoreOS OCP,software,,06/11/2024 15:14,
COS-3027,Task,New,COS,CoreOS OCP,software,,06/11/2024 10:12,
COS-3026,Task,New,COS,CoreOS OCP,software,,05/11/2024 15:44,
COS-3025,Task,New,COS,CoreOS OCP,software,,05/11/2024 15:39,
COS-3024,Task,New,COS,CoreOS OCP,software,,05/11/2024 15:36,
COS-3023,Task,New,COS,CoreOS OCP,software,,05/11/2024 15:32,
COS-3022,Story,In Progress,COS,CoreOS OCP,software,,04/11/2024 22:00,
COS-3021,Story,In Progress,COS,CoreOS OCP,software,,04/11/2024 21:59,
COS-3020,Story,Closed,COS,CoreOS OCP,software,Done,04/11/2024 21:57,07/11/2024 07:11
COS-3019,Task,New,COS,CoreOS OCP,software,,04/11/2024 21:45,
COS-3018,Task,New,COS,CoreOS OCP,software,,04/11/2024 21:43,
COS-3017,Task,New,COS,CoreOS OCP,software,,04/11/2024 21:41,
COS-3016,Task,New,COS,CoreOS OCP,software,,04/11/2024 21:18,
COS-3015,Task,New,COS,CoreOS OCP,software,,04/11/2024 20:20,
COS-3014,Task,New,COS,CoreOS OCP,software,,04/11/2024 19:00,
COS-3013,Task,New,COS,CoreOS OCP,software,,04/11/2024 18:57,
COS-3012,Task,New,COS,CoreOS OCP,software,,04/11/2024 18:53,
COS-3011,Task,New,COS,CoreOS OCP,software,,04/11/2024 15:59,
COS-3010,Task,New,COS,CoreOS OCP,software,,04/11/2024 15:49,
COS-3009,Task,New,COS,CoreOS OCP,software,,04/11/2024 15:49,
COS-3008,Story,New,COS,CoreOS OCP,software,,04/11/2024 15:00,
COS-3007,Story,New,COS,CoreOS OCP,software,,04/11/2024 14:49,
COS-3006,Task,New,COS,CoreOS OCP,software,,04/11/2024 14:22,
COS-3005,Task,Review,COS,CoreOS OCP,software,,04/11/2024 14:20,
COS-3004,Task,Review,COS,CoreOS OCP,software,,04/11/2024 14:18,
COS-3003,Story,Closed,COS,CoreOS OCP,software,Done,31/10/2024 08:58,31/10/2024 09:00
COS-3002,Story,Review,COS,CoreOS OCP,software,,30/10/2024 17:47,
COS-3001,Story,New,COS,CoreOS OCP,software,,29/10/2024 19:34,
COS-3000,Story,New,COS,CoreOS OCP,software,,29/10/2024 19:23,
COS-2999,Story,New,COS,CoreOS OCP,software,,28/10/2024 14:39,
COS-2998,Story,Closed,COS,CoreOS OCP,software,Done,28/10/2024 12:57,28/10/2024 13:03
COS-2997,Story,Closed,COS,CoreOS OCP,software,Done,28/10/2024 01:35,29/10/2024 19:37
COS-2996,Story,New,COS,CoreOS OCP,software,,25/10/2024 13:32,
COS-2995,Story,New,COS,CoreOS OCP,software,,24/10/2024 19:08,
COS-2992,Story,New,COS,CoreOS OCP,software,,23/10/2024 15:07,
COS-2991,Story,Closed,COS,CoreOS OCP,software,Done,23/10/2024 15:05,29/10/2024 19:36
COS-2990,Story,Closed,COS,CoreOS OCP,software,Done,23/10/2024 15:05,29/10/2024 19:36
COS-2989,Story,Closed,COS,CoreOS OCP,software,Done,23/10/2024 15:05,28/10/2024 16:40
COS-2988,Spike,In Progress,COS,CoreOS OCP,software,,23/10/2024 15:01,
COS-2987,Story,Closed,COS,CoreOS OCP,software,Done,23/10/2024 14:28,23/10/2024 14:29
COS-2986,Spike,Closed,COS,CoreOS OCP,software,Done,22/10/2024 19:35,04/11/2024 14:45
COS-2985,Story,New,COS,CoreOS OCP,software,,22/10/2024 18:31,
COS-2984,Story,Closed,COS,CoreOS OCP,software,Done,22/10/2024 17:34,03/11/2024 21:53
COS-2982,Spike,Closed,COS,CoreOS OCP,software,Done,18/10/2024 14:21,04/11/2024 14:26
