Issue key,Issue Type,Status,Project key,Project name,Project type,Resolution,Created,Resolved
MGDSR-730,Task,New,MGDSR,Managed Service - Service Registry,software,,21/08/2024 08:51,
MGDSR-729,Task,Closed,MGDSR,Managed Service - Service Registry,software,Won't Do,21/12/2023 08:21,29/01/2024 07:25
MGDSR-728,Task,Closed,MGDSR,Managed Service - Service Registry,software,Done,02/12/2023 00:06,25/01/2024 07:39
MGDSR-727,Task,Closed,MGDSR,Managed Service - Service Registry,software,Done,28/11/2023 12:24,02/12/2023 00:05
MGDSR-705,Task,Closed,MGDSR,Managed Service - Service Registry,software,Done,03/07/2023 10:05,23/07/2023 15:45
MGDSR-665,Task,Closed,MGDSR,Managed Service - Service Registry,software,Won't Do,30/03/2023 14:01,09/10/2023 12:41
MGDSR-634,Task,Closed,MGDSR,Managed Service - Service Registry,software,Done,07/02/2023 08:53,14/02/2023 14:47
MGDSR-622,Task,Closed,MGDSR,Managed Service - Service Registry,software,Done,30/01/2023 17:42,22/02/2023 13:12
MGDSR-621,Task,Closed,MGDSR,Managed Service - Service Registry,software,Done,30/01/2023 17:25,20/04/2023 02:09
MGDSR-551,Task,Closed,MGDSR,Managed Service - Service Registry,software,Won't Do,18/01/2023 20:55,09/10/2023 12:41
MGDSR-550,Task,Closed,MGDSR,Managed Service - Service Registry,software,Won't Do,18/01/2023 20:31,09/10/2023 12:41
MGDSR-548,Task,Closed,MGDSR,Managed Service - Service Registry,software,Done,10/01/2023 20:20,16/01/2023 13:39
MGDSR-547,Enhancement,Closed,MGDSR,Managed Service - Service Registry,software,Done,09/01/2023 17:05,02/02/2023 10:00
MGDSR-546,Epic,Closed,MGDSR,Managed Service - Service Registry,software,Done,06/01/2023 19:26,21/02/2023 14:52
MGDSR-545,Task,Closed,MGDSR,Managed Service - Service Registry,software,Obsolete,04/01/2023 16:57,02/05/2023 23:58
MGDSR-534,Task,Closed,MGDSR,Managed Service - Service Registry,software,Obsolete,15/12/2022 21:15,02/05/2023 23:56
MGDSR-533,Task,Closed,MGDSR,Managed Service - Service Registry,software,Obsolete,15/12/2022 21:09,02/05/2023 23:55
MGDSR-532,Epic,Closed,MGDSR,Managed Service - Service Registry,software,Obsolete,15/12/2022 21:04,02/05/2023 23:56
MGDSR-529,Task,Closed,MGDSR,Managed Service - Service Registry,software,Done,06/12/2022 17:27,25/01/2024 08:19
MGDSR-528,Task,Closed,MGDSR,Managed Service - Service Registry,software,Done,06/12/2022 17:27,26/07/2023 15:08
MGDSR-527,Task,Closed,MGDSR,Managed Service - Service Registry,software,Done,06/12/2022 17:27,22/12/2022 08:18
MGDSR-526,Task,Closed,MGDSR,Managed Service - Service Registry,software,Done,06/12/2022 17:27,25/01/2024 08:19
MGDSR-525,Task,New,MGDSR,Managed Service - Service Registry,software,,06/12/2022 17:25,
MGDSR-524,Task,Closed,MGDSR,Managed Service - Service Registry,software,Done,06/12/2022 17:25,26/07/2023 15:01
MGDSR-523,Task,New,MGDSR,Managed Service - Service Registry,software,,06/12/2022 17:25,
MGDSR-521,Task,Closed,MGDSR,Managed Service - Service Registry,software,Done,01/12/2022 20:18,04/01/2023 16:47
MGDSR-515,Task,Closed,MGDSR,Managed Service - Service Registry,software,Done,15/11/2022 15:54,13/12/2022 14:56
MGDSR-514,Task,Closed,MGDSR,Managed Service - Service Registry,software,Done,15/11/2022 15:54,13/12/2022 16:13
MGDSR-513,Task,Closed,MGDSR,Managed Service - Service Registry,software,Won't Do,15/11/2022 15:54,13/12/2022 14:47
MGDSR-505,Task,Closed,MGDSR,Managed Service - Service Registry,software,Done,25/10/2022 14:08,22/11/2022 14:40
