Issue key,Issue Type,Status,Project key,Project name,Project type,Resolution,Created,Resolved
RHBK-2145,Bug,Closed,RHBK,Red Hat build of Keycloak,software,Done,06/11/2024 09:52,07/11/2024 12:42
RHBK-2128,Feature,New,RHBK,Red Hat build of Keycloak,software,,31/10/2024 17:57,
RHBK-2082,Feature,New,RHBK,Red Hat build of Keycloak,software,,29/10/2024 12:43,
RHBK-2080,Feature,New,RHBK,Red Hat build of Keycloak,software,,29/10/2024 10:51,
RHBK-2060,Feature,Refinement,RHBK,Red Hat build of Keycloak,software,,15/10/2024 11:11,
RHBK-2033,Bug,New,RHBK,Red Hat build of Keycloak,software,,02/10/2024 14:30,
RHBK-2019,Feature,New,RHBK,Red Hat build of Keycloak,software,,24/09/2024 11:01,
RHBK-1940,Bug,Closed,RHBK,Red Hat build of Keycloak,software,Done,18/09/2024 13:20,18/09/2024 13:20
RHBK-1939,Bug,Closed,RHBK,Red Hat build of Keycloak,software,Done,18/09/2024 13:20,18/09/2024 13:20
RHBK-1938,Bug,Closed,RHBK,Red Hat build of Keycloak,software,Done,18/09/2024 13:14,18/09/2024 13:15
RHBK-1926,Bug,New,RHBK,Red Hat build of Keycloak,software,,13/09/2024 18:03,
RHBK-1925,Feature,Closed,RHBK,Red Hat build of Keycloak,software,Done,13/09/2024 08:31,20/09/2024 10:05
RHBK-1894,Bug,Closed,RHBK,Red Hat build of Keycloak,software,Done,09/09/2024 14:23,09/09/2024 14:23
RHBK-1893,Bug,Closed,RHBK,Red Hat build of Keycloak,software,Done,09/09/2024 14:23,09/09/2024 14:23
RHBK-1892,Bug,Closed,RHBK,Red Hat build of Keycloak,software,Done,09/09/2024 14:22,09/09/2024 14:23
RHBK-1891,Bug,Closed,RHBK,Red Hat build of Keycloak,software,Done,09/09/2024 14:22,09/09/2024 14:22
RHBK-1890,Bug,Closed,RHBK,Red Hat build of Keycloak,software,Done,09/09/2024 14:22,09/09/2024 14:22
RHBK-1870,Bug,Closed,RHBK,Red Hat build of Keycloak,software,Done,09/09/2024 14:18,09/09/2024 14:18
