Issue key,Issue Type,Status,Project key,Project name,Project type,Resolution,Created,Resolved
ENTMQMAAS-2892,Task,Closed,ENTMQMAAS,A-MQ Messaging-as-a-Service,software,Done,19/05/2023 18:11,29/05/2023 07:14
ENTMQMAAS-2885,Task,New,ENTMQMAAS,A-MQ Messaging-as-a-Service,software,,31/01/2023 18:20,
ENTMQMAAS-2884,Task,Closed,ENTMQMAAS,A-MQ Messaging-as-a-Service,software,Done,31/01/2023 18:11,01/06/2023 17:29
ENTMQMAAS-2883,Task,Closed,ENTMQMAAS,A-MQ Messaging-as-a-Service,software,Done,31/01/2023 18:10,01/02/2023 19:32
ENTMQMAAS-2882,Task,Closed,ENTMQMAAS,A-MQ Messaging-as-a-Service,software,Done,31/01/2023 18:08,23/02/2023 19:30
ENTMQMAAS-2881,Task,Closed,ENTMQMAAS,A-MQ Messaging-as-a-Service,software,Done,31/01/2023 18:05,01/02/2023 16:38
ENTMQMAAS-2880,Task,New,ENTMQMAAS,A-MQ Messaging-as-a-Service,software,,31/01/2023 18:04,
ENTMQMAAS-2879,Task,New,ENTMQMAAS,A-MQ Messaging-as-a-Service,software,,31/01/2023 18:04,
ENTMQMAAS-2873,Task,Closed,ENTMQMAAS,A-MQ Messaging-as-a-Service,software,Done,05/12/2022 06:55,28/02/2023 21:16
ENTMQMAAS-2852,Task,Closed,ENTMQMAAS,A-MQ Messaging-as-a-Service,software,Done,29/08/2022 12:35,29/08/2022 12:46
ENTMQMAAS-2851,Task,Closed,ENTMQMAAS,A-MQ Messaging-as-a-Service,software,Done,29/08/2022 09:52,13/09/2022 08:26
ENTMQMAAS-2850,Task,Closed,ENTMQMAAS,A-MQ Messaging-as-a-Service,software,Done,25/08/2022 12:28,27/08/2022 12:14
ENTMQMAAS-2849,Task,Closed,ENTMQMAAS,A-MQ Messaging-as-a-Service,software,Done,25/08/2022 10:40,13/09/2022 08:26
ENTMQMAAS-2848,Task,Closed,ENTMQMAAS,A-MQ Messaging-as-a-Service,software,Done,25/08/2022 10:38,27/08/2022 12:21
ENTMQMAAS-2847,Task,Closed,ENTMQMAAS,A-MQ Messaging-as-a-Service,software,Done,25/08/2022 10:38,27/08/2022 12:24
ENTMQMAAS-2846,Task,Closed,ENTMQMAAS,A-MQ Messaging-as-a-Service,software,Done,25/08/2022 10:37,27/08/2022 12:26
ENTMQMAAS-2845,Task,Closed,ENTMQMAAS,A-MQ Messaging-as-a-Service,software,Done,25/08/2022 10:37,27/08/2022 12:28
ENTMQMAAS-2844,Task,Closed,ENTMQMAAS,A-MQ Messaging-as-a-Service,software,Done,15/08/2022 09:32,27/08/2022 12:31
ENTMQMAAS-2840,Task,In Progress,ENTMQMAAS,A-MQ Messaging-as-a-Service,software,,12/07/2021 15:50,
