Issue key,Issue Type,Status,Project key,Project name,Project type,Resolution,Created,Resolved
API-1863,Story,New,API,OpenShift API Server,software,,06/11/2024 17:44,
API-1862,Story,New,API,OpenShift API Server,software,,25/10/2024 23:13,
API-1861,Story,New,API,OpenShift API Server,software,,25/10/2024 23:13,
API-1860,Story,New,API,OpenShift API Server,software,,25/10/2024 23:13,
API-1857,Story,New,API,OpenShift API Server,software,,16/10/2024 23:11,
API-1856,Story,New,API,OpenShift API Server,software,,16/10/2024 23:11,
API-1855,Story,New,API,OpenShift API Server,software,,16/10/2024 23:11,
API-1854,Epic,New,API,OpenShift API Server,software,,16/10/2024 12:51,
API-1853,Story,New,API,OpenShift API Server,software,,15/10/2024 23:16,
API-1852,Story,New,API,OpenShift API Server,software,,15/10/2024 23:12,
API-1851,Story,New,API,OpenShift API Server,software,,15/10/2024 23:12,
API-1850,Story,New,API,OpenShift API Server,software,,15/10/2024 23:12,
API-1849,Story,New,API,OpenShift API Server,software,,15/10/2024 01:18,
API-1848,Story,New,API,OpenShift API Server,software,,05/10/2024 00:44,
API-1847,Story,New,API,OpenShift API Server,software,,05/10/2024 00:44,
API-1846,Task,New,API,OpenShift API Server,software,,20/09/2024 14:23,
API-1845,Task,New,API,OpenShift API Server,software,,20/09/2024 14:21,
API-1844,Task,In Progress,API,OpenShift API Server,software,,20/09/2024 14:03,
API-1843,Task,Review,API,OpenShift API Server,software,,20/09/2024 14:00,
API-1841,Task,New,API,OpenShift API Server,software,,20/09/2024 13:38,
API-1836,Epic,New,API,OpenShift API Server,software,,20/09/2024 13:20,
API-1835,Epic,New,API,OpenShift API Server,software,,16/09/2024 19:13,
API-1834,Story,New,API,OpenShift API Server,software,,24/08/2024 23:11,
API-1833,Story,New,API,OpenShift API Server,software,,24/08/2024 23:11,
API-1832,Story,New,API,OpenShift API Server,software,,24/08/2024 23:11,
API-1831,Story,New,API,OpenShift API Server,software,,22/08/2024 23:12,
API-1830,Story,New,API,OpenShift API Server,software,,22/08/2024 23:12,
API-1829,Story,New,API,OpenShift API Server,software,,22/08/2024 23:12,
API-1828,Epic,Dev Complete,API,OpenShift API Server,software,,22/08/2024 12:26,
API-1827,Task,Closed,API,OpenShift API Server,software,Obsolete,22/08/2024 11:54,20/09/2024 13:23
API-1826,Task,Closed,API,OpenShift API Server,software,Obsolete,22/08/2024 11:53,20/09/2024 13:24
API-1825,Task,In Progress,API,OpenShift API Server,software,,22/08/2024 11:36,
API-1824,Story,New,API,OpenShift API Server,software,,01/08/2024 15:01,
API-1823,Story,New,API,OpenShift API Server,software,,01/08/2024 15:01,
API-1822,Story,New,API,OpenShift API Server,software,,01/08/2024 15:01,
API-1820,Story,Review,API,OpenShift API Server,software,,31/07/2024 14:48,
API-1819,Task,Closed,API,OpenShift API Server,software,Done,10/07/2024 20:11,11/07/2024 16:24
API-1817,Story,New,API,OpenShift API Server,software,,17/06/2024 23:13,
API-1816,Story,New,API,OpenShift API Server,software,,17/06/2024 23:13,
API-1815,Story,New,API,OpenShift API Server,software,,17/06/2024 23:13,
API-1814,Epic,In Progress,API,OpenShift API Server,software,,17/06/2024 18:03,
API-1813,Spike,Closed,API,OpenShift API Server,software,Done,28/05/2024 17:54,11/06/2024 15:02
API-1812,Story,New,API,OpenShift API Server,software,,22/05/2024 23:30,
API-1811,Story,New,API,OpenShift API Server,software,,22/05/2024 23:30,
API-1810,Story,New,API,OpenShift API Server,software,,22/05/2024 23:30,
API-1808,Story,New,API,OpenShift API Server,software,,25/04/2024 23:15,
API-1807,Story,New,API,OpenShift API Server,software,,25/04/2024 23:15,
API-1806,Story,New,API,OpenShift API Server,software,,25/04/2024 23:15,
