Issue key,Issue Type,Status,Project key,Project name,Project type,Resolution,Created,Resolved
CS-10,Story,Closed,CS,CentOS Stream Pipeline,software,Done,10/02/2021 13:25,22/02/2021 10:09
CS-1001,Task,Closed,CS,CentOS Stream Pipeline,software,Done,19/01/2022 14:35,20/01/2022 16:47
CS-1002,Task,Closed,CS,CentOS Stream Pipeline,software,Done,19/01/2022 15:35,20/01/2022 16:47
CS-1003,Task,Closed,CS,CentOS Stream Pipeline,software,Done,19/01/2022 19:04,20/01/2022 16:47
CS-1004,Task,Closed,CS,CentOS Stream Pipeline,software,Done,20/01/2022 03:54,20/01/2022 16:47
CS-1006,Task,Closed,CS,CentOS Stream Pipeline,software,Done,20/01/2022 11:35,24/01/2022 07:06
CS-1007,Task,Closed,CS,CentOS Stream Pipeline,software,Done,20/01/2022 18:03,25/01/2022 19:41
CS-1008,Task,Closed,CS,CentOS Stream Pipeline,software,Done,21/01/2022 21:50,25/01/2022 19:41
CS-1009,Task,Closed,CS,CentOS Stream Pipeline,software,Done,21/01/2022 22:04,25/01/2022 19:41
CS-1010,Bug,Closed,CS,CentOS Stream Pipeline,software,Done,24/01/2022 10:15,08/04/2022 09:29
CS-1011,Task,Closed,CS,CentOS Stream Pipeline,software,Done,25/01/2022 13:35,26/01/2022 21:24
CS-1012,Task,Closed,CS,CentOS Stream Pipeline,software,Done,25/01/2022 17:17,02/02/2022 23:55
CS-1013,Story,Closed,CS,CentOS Stream Pipeline,software,Obsolete,26/01/2022 13:03,25/05/2023 09:33
CS-1014,Task,Closed,CS,CentOS Stream Pipeline,software,Done,27/01/2022 19:04,02/02/2022 17:14
CS-1015,Bug,Closed,CS,CentOS Stream Pipeline,software,Obsolete,28/01/2022 11:14,16/03/2023 13:43
CS-1016,Task,Closed,CS,CentOS Stream Pipeline,software,Done,31/01/2022 10:20,02/02/2022 17:19
CS-1017,Task,Closed,CS,CentOS Stream Pipeline,software,Done,02/02/2022 09:50,04/02/2022 17:56
CS-1018,Task,Closed,CS,CentOS Stream Pipeline,software,Done,02/02/2022 09:51,04/02/2022 17:57
CS-1019,Task,Closed,CS,CentOS Stream Pipeline,software,Done,02/02/2022 10:05,04/02/2022 17:57
CS-102,Story,Closed,CS,CentOS Stream Pipeline,software,Done,01/03/2021 12:08,12/03/2021 04:29
CS-1020,Task,Closed,CS,CentOS Stream Pipeline,software,Done,02/02/2022 10:06,04/02/2022 17:58
CS-1021,Task,Closed,CS,CentOS Stream Pipeline,software,Done,02/02/2022 18:03,03/02/2022 21:53
CS-1022,Task,Closed,CS,CentOS Stream Pipeline,software,Done,03/02/2022 17:49,03/02/2022 21:53
CS-1023,Task,Closed,CS,CentOS Stream Pipeline,software,Done,03/02/2022 18:55,04/02/2022 17:25
CS-1024,Bug,Closed,CS,CentOS Stream Pipeline,software,Obsolete,04/02/2022 10:23,24/01/2023 15:20
CS-1025,Task,Closed,CS,CentOS Stream Pipeline,software,Done,04/02/2022 13:47,08/02/2022 16:04
CS-1026,Task,Closed,CS,CentOS Stream Pipeline,software,Done,07/02/2022 11:15,27/06/2022 18:46
CS-1027,Task,Closed,CS,CentOS Stream Pipeline,software,Done,07/02/2022 12:35,14/02/2022 16:18
CS-1028,Task,Closed,CS,CentOS Stream Pipeline,software,Done,07/02/2022 12:36,14/02/2022 16:18
CS-1029,Task,Closed,CS,CentOS Stream Pipeline,software,Done,07/02/2022 12:37,14/02/2022 16:19
CS-1030,Task,Closed,CS,CentOS Stream Pipeline,software,Done,09/02/2022 11:32,11/02/2022 19:31
CS-1031,Bug,Closed,CS,CentOS Stream Pipeline,software,Done,10/02/2022 10:49,28/09/2022 09:14
CS-1032,Task,Closed,CS,CentOS Stream Pipeline,software,Done,11/02/2022 01:59,24/03/2022 06:28
CS-1033,Task,Closed,CS,CentOS Stream Pipeline,software,Done,11/02/2022 08:25,26/08/2022 10:49
CS-1034,Task,Closed,CS,CentOS Stream Pipeline,software,Done,11/02/2022 09:48,14/02/2022 16:22
CS-1035,Task,Closed,CS,CentOS Stream Pipeline,software,Done,14/02/2022 08:48,17/02/2022 15:19
CS-1037,Task,Closed,CS,CentOS Stream Pipeline,software,Done,14/02/2022 23:08,15/02/2022 16:24
CS-1038,Task,Closed,CS,CentOS Stream Pipeline,software,Done,14/02/2022 23:18,15/02/2022 16:24
CS-1039,Bug,Closed,CS,CentOS Stream Pipeline,software,Done,15/02/2022 18:17,14/11/2022 16:26
CS-1040,Task,Closed,CS,CentOS Stream Pipeline,software,Done,15/02/2022 18:33,16/02/2022 20:22
CS-1042,Story,Closed,CS,CentOS Stream Pipeline,software,Done,16/02/2022 12:53,13/05/2022 20:48
CS-1043,Task,Closed,CS,CentOS Stream Pipeline,software,Done,16/02/2022 14:03,17/02/2022 15:19
CS-1044,Task,Closed,CS,CentOS Stream Pipeline,software,Done,16/02/2022 14:03,17/02/2022 15:19
CS-1045,Task,Closed,CS,CentOS Stream Pipeline,software,Done,16/02/2022 14:04,17/02/2022 15:18
CS-1046,Task,Closed,CS,CentOS Stream Pipeline,software,Done,21/02/2022 07:33,22/02/2022 16:41
CS-1047,Task,Closed,CS,CentOS Stream Pipeline,software,Done,21/02/2022 07:48,22/02/2022 16:46
CS-1048,Task,Closed,CS,CentOS Stream Pipeline,software,Done,22/02/2022 03:34,22/02/2022 16:40
CS-1049,Task,Closed,CS,CentOS Stream Pipeline,software,Done,22/02/2022 04:03,22/02/2022 19:57
CS-105,Task,Closed,CS,CentOS Stream Pipeline,software,Done,05/03/2021 12:12,13/04/2021 13:55
CS-1050,Task,Closed,CS,CentOS Stream Pipeline,software,Done,22/02/2022 09:53,23/02/2022 16:28
CS-1051,Story,Closed,CS,CentOS Stream Pipeline,software,Duplicate,22/02/2022 15:45,24/01/2023 15:24
CS-1052,Task,Closed,CS,CentOS Stream Pipeline,software,Done,23/02/2022 17:30,01/06/2022 20:24
CS-1053,Task,Closed,CS,CentOS Stream Pipeline,software,Done,23/02/2022 21:34,06/03/2023 15:13
CS-1054,Task,Closed,CS,CentOS Stream Pipeline,software,Done,24/02/2022 10:03,23/03/2022 13:23
CS-1055,Task,Closed,CS,CentOS Stream Pipeline,software,Done,24/02/2022 15:59,15/11/2022 12:09
CS-1056,Task,Closed,CS,CentOS Stream Pipeline,software,Done,25/02/2022 05:14,15/09/2022 10:53
CS-1057,Task,Closed,CS,CentOS Stream Pipeline,software,Done,28/02/2022 16:34,01/03/2022 15:15
CS-106,Task,Closed,CS,CentOS Stream Pipeline,software,Done,05/03/2021 12:14,05/03/2021 14:54
CS-1061,Task,Closed,CS,CentOS Stream Pipeline,software,Done,03/03/2022 13:50,10/03/2022 21:15
CS-1062,Task,Closed,CS,CentOS Stream Pipeline,software,Done,06/03/2022 11:47,08/03/2022 14:37
CS-1063,Story,Closed,CS,CentOS Stream Pipeline,software,Obsolete,07/03/2022 12:38,26/08/2024 14:40
CS-1064,Task,Closed,CS,CentOS Stream Pipeline,software,Done,07/03/2022 13:04,24/03/2022 20:49
CS-1065,Task,Closed,CS,CentOS Stream Pipeline,software,Done,08/03/2022 11:59,09/03/2022 21:02
CS-1066,Story,Closed,CS,CentOS Stream Pipeline,software,Done,08/03/2022 12:02,15/09/2022 11:00
CS-1067,Task,Closed,CS,CentOS Stream Pipeline,software,Done,09/03/2022 20:38,10/03/2022 16:22
CS-1068,Task,Closed,CS,CentOS Stream Pipeline,software,Done,15/03/2022 18:32,31/03/2022 16:09
CS-1069,Task,Closed,CS,CentOS Stream Pipeline,software,Done,17/03/2022 13:02,30/03/2022 22:24
CS-107,Story,Closed,CS,CentOS Stream Pipeline,software,Done,08/03/2021 08:35,22/03/2021 11:52
CS-1070,Task,Closed,CS,CentOS Stream Pipeline,software,Done,18/03/2022 17:59,07/04/2022 08:38
CS-1071,Story,Closed,CS,CentOS Stream Pipeline,software,Done,21/03/2022 18:20,22/03/2022 14:07
CS-1074,Task,Closed,CS,CentOS Stream Pipeline,software,Done,29/03/2022 13:35,30/03/2022 21:42
CS-1075,Task,Closed,CS,CentOS Stream Pipeline,software,Done,31/03/2022 17:54,05/04/2022 11:53
CS-1076,Task,Closed,CS,CentOS Stream Pipeline,software,Done,04/04/2022 13:57,05/04/2022 17:20
CS-1077,Task,Closed,CS,CentOS Stream Pipeline,software,Done,04/04/2022 14:04,05/04/2022 17:20
CS-1078,Task,Closed,CS,CentOS Stream Pipeline,software,Done,05/04/2022 10:48,08/04/2022 15:51
CS-108,Story,Closed,CS,CentOS Stream Pipeline,software,Done,08/03/2021 08:35,25/03/2021 11:35
CS-1080,Task,Closed,CS,CentOS Stream Pipeline,software,Done,05/04/2022 13:26,30/11/2022 11:03
