Issue key,Issue Type,Status,Project key,Project name,Project type,Resolution,Created,Resolved
CHE-300,Bug,Closed,CHE,Eclipse Che development,software,Won't Do,01/09/2021 11:41,28/07/2022 14:14
CHE-295,Enhancement,Closed,CHE,Eclipse Che development,software,Obsolete,26/06/2017 04:22,27/06/2017 15:02
CHE-293,Bug,Closed,CHE,Eclipse Che development,software,Done,07/06/2017 10:30,28/06/2017 11:39
CHE-292,Enhancement,Closed,CHE,Eclipse Che development,software,Done,07/06/2017 07:53,07/06/2017 09:06
CHE-291,Bug,Closed,CHE,Eclipse Che development,software,Obsolete,07/06/2017 07:35,28/06/2017 11:27
CHE-289,Bug,Closed,CHE,Eclipse Che development,software,Obsolete,06/06/2017 21:10,28/06/2017 11:39
CHE-288,Enhancement,Closed,CHE,Eclipse Che development,software,Obsolete,06/06/2017 19:26,28/06/2017 11:38
CHE-287,Enhancement,Closed,CHE,Eclipse Che development,software,Duplicate,06/06/2017 19:03,27/06/2017 13:49
CHE-286,Enhancement,Closed,CHE,Eclipse Che development,software,Obsolete,06/06/2017 10:38,19/07/2017 04:06
CHE-285,Enhancement,Closed,CHE,Eclipse Che development,software,Duplicate,06/06/2017 07:47,16/06/2017 08:36
CHE-284,Enhancement,Resolved,CHE,Eclipse Che development,software,Done,06/06/2017 07:46,27/06/2017 14:49
CHE-283,Enhancement,Closed,CHE,Eclipse Che development,software,Obsolete,05/06/2017 17:00,28/06/2017 11:33
CHE-282,Enhancement,Closed,CHE,Eclipse Che development,software,Obsolete,02/06/2017 11:56,27/06/2017 14:46
CHE-281,Feature Request,Closed,CHE,Eclipse Che development,software,Obsolete,02/06/2017 11:34,28/06/2017 11:31
CHE-278,Enhancement,Closed,CHE,Eclipse Che development,software,Obsolete,31/05/2017 11:10,27/06/2017 13:50
CHE-267,Bug,Closed,CHE,Eclipse Che development,software,Obsolete,29/05/2017 08:58,29/06/2017 06:26
