Issue key,Issue Type,Status,Project key,Project name,Project type,Resolution,Created,Resolved
FAI-984,Story,Backlog,FAI,Fidelis AI,software,,26/09/2023 12:47,
FAI-983,Story,In Progress,FAI,Fidelis AI,software,,18/09/2023 12:30,
FAI-982,Story,Backlog,FAI,Fidelis AI,software,,15/06/2023 18:25,
FAI-981,Story,Backlog,FAI,Fidelis AI,software,,16/05/2023 13:36,
FAI-978,Task,Pull Request Sent,FAI,Fidelis AI,software,,21/03/2023 10:14,
FAI-976,Story,Backlog,FAI,Fidelis AI,software,,14/03/2023 13:43,
FAI-974,Task,Done,FAI,Fidelis AI,software,Done,09/03/2023 19:44,09/03/2023 22:19
FAI-973,Task,Done,FAI,Fidelis AI,software,Done,09/03/2023 18:29,20/03/2023 11:24
FAI-971,Task,Backlog,FAI,Fidelis AI,software,,08/03/2023 11:43,
FAI-969,Task,Done,FAI,Fidelis AI,software,Done,08/03/2023 09:06,09/03/2023 22:19
FAI-968,Task,Done,FAI,Fidelis AI,software,Done,07/03/2023 12:29,08/03/2023 09:05
FAI-967,Task,Done,FAI,Fidelis AI,software,Done,07/03/2023 08:44,07/03/2023 11:18
FAI-966,Task,Done,FAI,Fidelis AI,software,Done,06/03/2023 15:48,07/03/2023 11:18
FAI-965,Task,Done,FAI,Fidelis AI,software,Done,05/03/2023 17:29,06/03/2023 15:47
FAI-964,Task,Done,FAI,Fidelis AI,software,Done,05/03/2023 15:30,06/03/2023 12:18
FAI-963,Task,Done,FAI,Fidelis AI,software,Done,04/03/2023 15:27,06/03/2023 11:14
FAI-962,Task,Done,FAI,Fidelis AI,software,Done,04/03/2023 15:26,06/03/2023 14:53
FAI-961,Task,Done,FAI,Fidelis AI,software,Done,03/03/2023 08:39,03/03/2023 10:08
FAI-960,Task,Done,FAI,Fidelis AI,software,Done,01/03/2023 20:38,02/03/2023 08:39
FAI-959,Story,Done,FAI,Fidelis AI,software,Done,01/03/2023 09:21,01/03/2023 12:50
FAI-958,Story,Done,FAI,Fidelis AI,software,Done,28/02/2023 15:14,01/03/2023 09:21
FAI-957,Story,Pull Request Sent,FAI,Fidelis AI,software,,28/02/2023 14:39,
FAI-956,Task,Backlog,FAI,Fidelis AI,software,,26/02/2023 14:00,
FAI-955,Task,Backlog,FAI,Fidelis AI,software,,26/02/2023 13:46,
FAI-953,Story,Pull Request Sent,FAI,Fidelis AI,software,,22/02/2023 09:33,
FAI-952,Task,Done,FAI,Fidelis AI,software,Done,21/02/2023 21:38,02/03/2023 08:40
FAI-948,Task,Done,FAI,Fidelis AI,software,Done,13/02/2023 14:27,14/03/2023 13:31
FAI-947,Task,Done,FAI,Fidelis AI,software,Done,08/02/2023 13:49,21/02/2023 21:38
FAI-945,Story,Done,FAI,Fidelis AI,software,Done,07/02/2023 14:35,23/02/2023 15:19
FAI-944,Task,Done,FAI,Fidelis AI,software,Done,06/02/2023 10:17,13/02/2023 14:26
FAI-943,Task,Done,FAI,Fidelis AI,software,Done,06/02/2023 09:24,01/03/2023 20:39
FAI-942,Task,Done,FAI,Fidelis AI,software,Done,01/02/2023 14:34,08/02/2023 15:29
FAI-941,Story,Selected for Development,FAI,Fidelis AI,software,,01/02/2023 11:43,
FAI-940,Story,Done,FAI,Fidelis AI,software,Done,26/01/2023 15:55,01/02/2023 11:36
FAI-939,Story,Done,FAI,Fidelis AI,software,Done,26/01/2023 09:15,01/02/2023 11:36
FAI-937,Story,Done,FAI,Fidelis AI,software,Done,25/01/2023 09:33,01/02/2023 11:36
FAI-936,Task,Selected for Development,FAI,Fidelis AI,software,,24/01/2023 14:48,
FAI-935,Task,Pull Request Sent,FAI,Fidelis AI,software,,24/01/2023 09:56,
FAI-934,Story,Selected for Development,FAI,Fidelis AI,software,,23/01/2023 14:35,
FAI-933,Story,Backlog,FAI,Fidelis AI,software,,19/01/2023 11:07,
FAI-932,Story,Backlog,FAI,Fidelis AI,software,,19/01/2023 11:05,
FAI-931,Task,Done,FAI,Fidelis AI,software,Done,17/01/2023 14:29,25/01/2023 14:34
