Issue key,Issue Type,Status,Project key,Project name,Project type,Resolution,Created,Resolved
CFE-1174,Story,In Progress,CFE,OpenShift CFE,software,,12/11/2024 14:43,
CFE-1173,Story,To Do,CFE,OpenShift CFE,software,,08/11/2024 23:16,
CFE-1172,Story,To Do,CFE,OpenShift CFE,software,,08/11/2024 23:16,
CFE-1171,Story,To Do,CFE,OpenShift CFE,software,,08/11/2024 23:16,
CFE-1170,Story,To Do,CFE,OpenShift CFE,software,,08/11/2024 18:13,
CFE-1169,Story,To Do,CFE,OpenShift CFE,software,,08/11/2024 18:06,
CFE-1168,Story,In Progress,CFE,OpenShift CFE,software,,08/11/2024 17:57,
CFE-1167,Story,In Progress,CFE,OpenShift CFE,software,,08/11/2024 17:54,
CFE-1166,Story,In Progress,CFE,OpenShift CFE,software,,08/11/2024 17:52,
CFE-1165,Spike,In Progress,CFE,OpenShift CFE,software,,08/11/2024 14:24,
CFE-1164,Epic,In Progress,CFE,OpenShift CFE,software,,08/11/2024 14:13,
CFE-1163,Story,Closed,CFE,OpenShift CFE,software,Won't Do,22/10/2024 07:18,30/10/2024 08:58
CFE-1162,Story,Code Review,CFE,OpenShift CFE,software,,18/10/2024 07:03,
CFE-1161,Story,In Progress,CFE,OpenShift CFE,software,,15/10/2024 01:27,
CFE-1160,Story,In Progress,CFE,OpenShift CFE,software,,15/10/2024 01:27,
CFE-1159,Story,In Progress,CFE,OpenShift CFE,software,,15/10/2024 01:27,
CFE-1157,Spike,Code Review,CFE,OpenShift CFE,software,,30/09/2024 16:39,
CFE-1153,Spike,To Do,CFE,OpenShift CFE,software,,26/09/2024 03:39,
CFE-1148,Spike,To Do,CFE,OpenShift CFE,software,,26/09/2024 03:34,
CFE-1141,Spike,To Do,CFE,OpenShift CFE,software,,26/09/2024 03:26,
CFE-1138,Epic,New,CFE,OpenShift CFE,software,,20/09/2024 05:07,
CFE-1137,Story,Code Review,CFE,OpenShift CFE,software,,20/09/2024 05:03,
CFE-1136,Bug,Closed,CFE,OpenShift CFE,software,Done,19/09/2024 15:52,08/10/2024 15:39
CFE-1129,Story,Closed,CFE,OpenShift CFE,software,Done,18/09/2024 06:34,10/10/2024 18:12
CFE-1127,Story,Closed,CFE,OpenShift CFE,software,Done,11/09/2024 12:33,12/09/2024 11:28
CFE-1123,Spike,Closed,CFE,OpenShift CFE,software,Done,05/09/2024 07:43,12/09/2024 09:40
CFE-1119,Story,Code Review,CFE,OpenShift CFE,software,,29/08/2024 11:49,
CFE-1115,Task,To Do,CFE,OpenShift CFE,software,,20/08/2024 11:57,
CFE-1114,Story,Closed,CFE,OpenShift CFE,software,Done,14/08/2024 08:27,27/08/2024 10:51
CFE-1108,Story,In Progress,CFE,OpenShift CFE,software,,13/08/2024 16:22,
CFE-1107,Spike,In Progress,CFE,OpenShift CFE,software,,12/08/2024 12:57,
CFE-1106,Story,Code Review,CFE,OpenShift CFE,software,,09/08/2024 07:19,
CFE-1105,Story,Code Review,CFE,OpenShift CFE,software,,09/08/2024 07:14,
CFE-1104,Epic,In Progress,CFE,OpenShift CFE,software,,09/08/2024 07:13,
CFE-1103,Story,Closed,CFE,OpenShift CFE,software,Done,08/08/2024 16:53,19/08/2024 15:43
CFE-1102,Story,Closed,CFE,OpenShift CFE,software,Done,05/08/2024 07:18,29/08/2024 09:27
CFE-1101,Story,Closed,CFE,OpenShift CFE,software,Done,02/08/2024 09:36,25/09/2024 05:37
CFE-1100,Story,Closed,CFE,OpenShift CFE,software,Done,02/08/2024 08:07,26/08/2024 12:18
CFE-1099,Story,Closed,CFE,OpenShift CFE,software,Done,25/07/2024 07:35,27/08/2024 15:33
CFE-1098,Story,Closed,CFE,OpenShift CFE,software,Done,25/07/2024 07:31,27/08/2024 15:30
CFE-1097,Story,Closed,CFE,OpenShift CFE,software,Done,25/07/2024 07:24,10/09/2024 15:45
CFE-1096,Epic,In Progress,CFE,OpenShift CFE,software,,25/07/2024 07:17,
CFE-1088,Spike,To Do,CFE,OpenShift CFE,software,,03/07/2024 12:20,
CFE-1087,Story,Closed,CFE,OpenShift CFE,software,Done,01/07/2024 17:52,08/07/2024 13:39
CFE-1086,Story,Closed,CFE,OpenShift CFE,software,Done,27/06/2024 07:39,02/07/2024 17:15
CFE-1085,Story,To Do,CFE,OpenShift CFE,software,,20/06/2024 10:18,
CFE-1084,Spike,In Progress,CFE,OpenShift CFE,software,,10/04/2024 15:13,
CFE-1083,Story,To Do,CFE,OpenShift CFE,software,,27/03/2024 11:39,
CFE-1082,Story,To Do,CFE,OpenShift CFE,software,,12/06/2024 23:17,
CFE-1081,Story,To Do,CFE,OpenShift CFE,software,,12/06/2024 23:17,
CFE-1080,Story,To Do,CFE,OpenShift CFE,software,,12/06/2024 23:17,
CFE-1079,Story,Closed,CFE,OpenShift CFE,software,Obsolete,12/06/2024 23:17,13/06/2024 06:25
CFE-1078,Epic,New,CFE,OpenShift CFE,software,,11/06/2024 14:08,
CFE-1077,Story,To Do,CFE,OpenShift CFE,software,,10/06/2024 17:59,
CFE-1076,Spike,Closed,CFE,OpenShift CFE,software,Done,10/06/2024 07:36,09/08/2024 07:25
