 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0,2,5,3,9,8,2
01:00 - 02:00,1,7,4,2,6,3,1
02:00 - 03:00,1,7,8,6,4,7,2
03:00 - 04:00,5,1,4,2,5,5,2
04:00 - 05:00,3,8,7,6,9,5,10
05:00 - 06:00,5,1,6,2,6,5,2
06:00 - 07:00,5,5,6,10,7,5,4
07:00 - 08:00,2,3,1,7,7,2,4
08:00 - 09:00,6,4,3,4,6,3,1
09:00 - 10:00,2,2,3,0,1,2,2
10:00 - 11:00,4,4,3,3,4,1,2
11:00 - 12:00,0,2,1,1,1,0,0
12:00 - 13:00,0,0,3,0,2,2,1
13:00 - 14:00,0,2,3,2,0,1,4
14:00 - 15:00,3,2,4,3,2,0,0
15:00 - 16:00,2,6,4,3,5,3,8
16:00 - 17:00,5,7,8,5,1,1,8
17:00 - 18:00,9,5,6,4,6,1,0
18:00 - 19:00,5,3,5,6,11,1,4
19:00 - 20:00,7,3,5,5,1,3,7
20:00 - 21:00,5,5,14,3,2,5,2
21:00 - 22:00,5,5,6,2,6,4,2
22:00 - 23:00,11,8,8,7,6,2,7
23:00 - 00:00,3,10,6,9,10,1,2
