 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.24,1.04,1.04,1.02,1.02,0.89,0.27
01:00 - 02:00,0.35,1.0,0.82,1.02,0.96,0.85,0.2
02:00 - 03:00,0.15,1.09,0.94,1.04,0.91,0.69,0.29
03:00 - 04:00,0.16,1.09,0.98,0.74,0.82,0.69,0.18
04:00 - 05:00,0.18,0.73,0.69,0.51,0.76,0.82,0.11
05:00 - 06:00,0.18,0.69,0.85,0.84,0.89,0.82,0.15
06:00 - 07:00,0.18,0.67,0.49,0.58,0.64,0.51,0.13
07:00 - 08:00,0.13,0.49,0.47,0.27,0.53,0.49,0.15
08:00 - 09:00,0.13,0.42,0.31,0.35,0.24,0.44,0.09
09:00 - 10:00,0.11,0.35,0.44,0.29,0.4,0.35,0.13
10:00 - 11:00,0.29,0.29,0.38,0.36,0.38,0.4,0.11
11:00 - 12:00,0.27,0.4,0.44,0.25,0.33,0.27,0.11
12:00 - 13:00,0.44,0.38,0.64,0.31,0.4,0.35,0.09
13:00 - 14:00,0.74,0.55,0.73,0.51,0.67,0.33,0.13
14:00 - 15:00,0.67,0.55,0.69,0.55,0.62,0.22,0.15
15:00 - 16:00,0.65,0.49,0.47,0.84,0.73,0.2,0.04
16:00 - 17:00,0.55,0.73,0.82,1.13,0.96,0.2,0.07
17:00 - 18:00,0.76,1.09,0.94,1.24,1.0,0.09,0.2
18:00 - 19:00,1.09,0.76,0.67,0.71,0.87,0.33,0.18
19:00 - 20:00,1.36,1.31,0.8,0.91,1.09,0.24,0.22
20:00 - 21:00,0.93,1.16,0.96,1.16,0.94,0.29,0.22
21:00 - 22:00,1.05,0.91,0.96,1.16,0.94,0.22,0.29
22:00 - 23:00,1.04,1.24,1.34,1.54,0.93,0.25,0.27
23:00 - 00:00,1.0,1.11,1.29,1.27,0.93,0.27,0.18
