System,Group,Duration Analysed (days),Start Date & Time (date),End Date & Time (date),Total PBIs (PBIs),Filtered PBIs (PBIs),Planned Arrivals (PBIs),Unplanned Arrivals (PBIs),Cancelled Arrivals (PBIs),Net Arrivals (PBIs),Services (PBIs),Measured System Size (PBIs),Planned Arrival Rate - alpha (PBIs/day),Unplanned Arrival Rate - epsilon (PBIs/day),Cancelled Rate - gamma (PBIs/day),Service Rate - mu (PBIs/day),Psi,Nu,Zeta,Inventory Days,Strategy,alpha R^2,epsilon R^2,gamma,mu R^2,Date/Time of Analysis,Notes
COVIDSAFE,Last100,98,2021-09-27 14:16:34,2022-01-03 18:32:39, , ,63,19,67,N/A,99,-85,0.777,0.179,1.494,1.206,-2.242,0.813,-0.563,19.9,Start-up,0.892,0.878,0.807,0.694,2025-03-17 22:00:55.946837,,
