 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,6,4,4,2,10,11,1
01:00 - 02:00,2,8,8,6,9,6,0
02:00 - 03:00,3,5,13,10,5,5,1
03:00 - 04:00,6,2,7,4,10,2,0
04:00 - 05:00,2,6,8,5,4,2,1
05:00 - 06:00,7,2,7,3,1,3,0
06:00 - 07:00,5,7,4,1,1,2,0
07:00 - 08:00,3,2,2,3,7,0,0
08:00 - 09:00,4,7,2,3,4,1,1
09:00 - 10:00,2,4,4,3,5,1,3
10:00 - 11:00,4,3,3,2,2,4,0
11:00 - 12:00,0,0,0,1,1,0,0
12:00 - 13:00,0,3,1,0,3,0,1
13:00 - 14:00,1,4,0,1,6,0,0
14:00 - 15:00,3,0,2,0,8,0,0
15:00 - 16:00,5,8,6,4,3,0,0
16:00 - 17:00,11,11,8,6,9,0,1
17:00 - 18:00,14,12,11,11,11,0,2
18:00 - 19:00,7,15,12,10,9,4,0
19:00 - 20:00,5,4,10,5,11,2,2
20:00 - 21:00,14,8,9,9,13,5,10
21:00 - 22:00,37,7,16,15,13,5,4
22:00 - 23:00,12,20,12,5,12,1,1
23:00 - 00:00,11,4,10,7,6,1,2
