 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0,3,6,4,7,9,4
01:00 - 02:00,1,5,4,3,3,6,0
02:00 - 03:00,0,3,1,6,1,4,0
03:00 - 04:00,0,4,0,2,1,0,1
04:00 - 05:00,0,0,2,2,2,0,1
05:00 - 06:00,0,1,0,4,1,1,0
06:00 - 07:00,0,1,1,0,2,1,0
07:00 - 08:00,0,0,2,0,2,3,0
08:00 - 09:00,0,0,0,2,0,0,0
09:00 - 10:00,1,0,0,0,1,0,0
10:00 - 11:00,0,0,0,0,1,0,0
11:00 - 12:00,0,0,0,0,0,0,0
12:00 - 13:00,0,0,0,0,0,0,0
13:00 - 14:00,0,0,0,0,0,0,0
14:00 - 15:00,0,0,0,0,0,0,0
15:00 - 16:00,0,0,0,0,2,0,0
16:00 - 17:00,0,1,4,2,1,0,0
17:00 - 18:00,1,5,3,10,5,0,0
18:00 - 19:00,4,4,6,2,3,0,0
19:00 - 20:00,4,2,9,6,8,0,0
20:00 - 21:00,2,1,9,6,7,0,0
21:00 - 22:00,6,6,7,7,5,0,0
22:00 - 23:00,7,7,6,9,6,3,0
23:00 - 00:00,3,6,7,2,7,0,0
