 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.23,0.61,0.83,0.85,0.93,0.85,0.19
01:00 - 02:00,0.08,1.04,1.22,1.29,1.35,1.29,0.37
02:00 - 03:00,0.18,1.3,1.6,1.83,1.33,1.23,0.35
03:00 - 04:00,0.23,1.25,1.29,1.39,1.29,1.79,0.35
04:00 - 05:00,0.35,1.3,1.52,1.64,1.3,1.49,0.54
05:00 - 06:00,0.38,1.92,2.06,1.38,1.52,1.46,0.58
06:00 - 07:00,0.24,1.57,1.88,1.77,1.88,1.64,0.49
07:00 - 08:00,0.3,1.45,1.61,2.18,1.64,1.62,0.27
08:00 - 09:00,0.15,1.06,1.56,1.19,1.11,1.1,0.16
09:00 - 10:00,0.14,0.68,0.47,0.64,0.6,0.51,0.18
10:00 - 11:00,0.32,0.46,0.42,0.39,0.34,0.34,0.15
11:00 - 12:00,0.28,0.68,0.35,0.51,0.5,0.28,0.18
12:00 - 13:00,0.24,0.84,0.91,0.7,0.79,0.62,0.3
13:00 - 14:00,0.24,0.85,1.19,0.93,0.88,0.5,0.31
14:00 - 15:00,0.15,0.64,0.53,0.8,0.7,0.41,0.28
15:00 - 16:00,0.05,0.3,0.31,0.58,0.35,0.22,0.15
16:00 - 17:00,0.18,0.23,0.22,0.15,0.14,0.12,0.12
17:00 - 18:00,0.04,0.18,0.08,0.14,0.15,0.04,0.11
18:00 - 19:00,0.08,0.11,0.12,0.2,0.14,0.03,0.07
19:00 - 20:00,0.07,0.03,0.11,0.14,0.04,0.08,0.01
20:00 - 21:00,0.09,0.12,0.12,0.11,0.05,0.07,0.04
21:00 - 22:00,0.11,0.11,0.24,0.05,0.14,0.09,0.03
22:00 - 23:00,0.12,0.3,0.24,0.15,0.09,0.15,0.05
23:00 - 00:00,0.39,0.45,0.53,0.37,0.22,0.23,0.18
