 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.06,0.15,0.29,0.35,0.09,0.12,0.03
01:00 - 02:00,0.03,0.23,0.15,0.2,0.17,0.0,0.0
02:00 - 03:00,0.29,0.12,0.32,0.38,0.26,0.12,0.0
03:00 - 04:00,0.26,0.29,0.26,0.38,0.35,0.03,0.03
04:00 - 05:00,0.29,1.13,0.64,0.23,0.47,0.0,0.0
05:00 - 06:00,0.2,0.35,0.41,0.17,0.29,0.03,0.0
06:00 - 07:00,0.35,0.64,0.55,0.17,0.32,0.0,0.03
07:00 - 08:00,0.81,0.76,0.7,0.49,0.67,0.06,0.03
08:00 - 09:00,0.9,1.54,1.25,1.02,0.81,0.0,0.0
09:00 - 10:00,1.6,1.51,1.69,1.19,0.93,0.03,0.0
10:00 - 11:00,1.45,1.13,1.22,0.99,0.99,0.06,0.0
11:00 - 12:00,1.16,1.31,1.48,0.81,0.78,0.06,0.0
12:00 - 13:00,2.3,1.34,1.22,1.66,1.08,0.15,0.03
13:00 - 14:00,1.72,1.45,2.24,1.98,1.95,0.06,0.06
14:00 - 15:00,1.48,1.57,2.21,2.15,1.16,0.12,0.06
15:00 - 16:00,1.1,1.22,1.63,1.16,0.81,0.23,0.09
16:00 - 17:00,1.25,1.86,2.09,1.25,1.02,0.23,0.06
17:00 - 18:00,0.96,1.16,0.81,1.05,1.05,0.06,0.0
18:00 - 19:00,0.76,1.08,0.7,0.73,0.35,0.0,0.23
19:00 - 20:00,0.35,0.78,0.58,0.52,0.58,0.0,0.06
20:00 - 21:00,0.55,0.7,0.7,0.84,0.41,0.03,0.03
21:00 - 22:00,0.44,0.55,0.7,0.55,0.23,0.0,0.12
22:00 - 23:00,0.52,0.29,0.7,0.49,0.29,0.03,0.12
23:00 - 00:00,0.29,0.12,0.2,0.41,0.17,0.03,0.06
