 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,2,5,10,12,3,4,1
01:00 - 02:00,1,8,5,7,6,0,0
02:00 - 03:00,10,4,11,13,9,4,0
03:00 - 04:00,9,10,9,13,12,1,1
04:00 - 05:00,10,39,22,8,16,0,0
05:00 - 06:00,7,12,14,6,10,1,0
06:00 - 07:00,12,22,19,6,11,0,1
07:00 - 08:00,28,26,24,17,23,2,1
08:00 - 09:00,31,53,43,35,28,0,0
09:00 - 10:00,55,52,58,41,32,1,0
10:00 - 11:00,50,39,42,34,34,2,0
11:00 - 12:00,40,45,51,28,27,2,0
12:00 - 13:00,79,46,42,57,37,5,1
13:00 - 14:00,59,50,77,68,67,2,2
14:00 - 15:00,51,54,76,74,40,4,2
15:00 - 16:00,38,42,56,40,28,8,3
16:00 - 17:00,43,64,72,43,35,8,2
17:00 - 18:00,33,40,28,36,36,2,0
18:00 - 19:00,26,37,24,25,12,0,8
19:00 - 20:00,12,27,20,18,20,0,2
20:00 - 21:00,19,24,24,29,14,1,1
21:00 - 22:00,15,19,24,19,8,0,4
22:00 - 23:00,18,10,24,17,10,1,4
23:00 - 00:00,10,4,7,14,6,1,2
