 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,1,4,4,2,5,2,1
01:00 - 02:00,0,4,5,6,7,5,0
02:00 - 03:00,7,13,9,5,10,2,1
03:00 - 04:00,10,11,17,15,22,13,0
04:00 - 05:00,20,25,19,16,13,0,1
05:00 - 06:00,15,14,22,25,18,0,0
06:00 - 07:00,20,25,23,12,22,1,1
07:00 - 08:00,30,22,24,30,22,1,0
08:00 - 09:00,35,33,35,36,40,1,0
09:00 - 10:00,62,61,65,48,50,2,2
10:00 - 11:00,53,45,71,49,45,3,1
11:00 - 12:00,68,48,55,65,38,0,1
12:00 - 13:00,73,79,82,71,36,2,3
13:00 - 14:00,69,78,69,62,48,4,1
14:00 - 15:00,72,60,84,44,50,3,1
15:00 - 16:00,46,62,47,45,41,2,2
16:00 - 17:00,36,49,45,42,52,3,0
17:00 - 18:00,35,28,34,22,32,0,2
18:00 - 19:00,28,26,22,20,21,2,6
19:00 - 20:00,12,29,29,19,24,0,6
20:00 - 21:00,17,15,28,17,11,5,4
21:00 - 22:00,19,17,18,15,8,1,4
22:00 - 23:00,10,12,9,9,9,1,4
23:00 - 00:00,3,14,16,57,4,0,3
