 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.12,1.39,1.62,1.71,1.68,1.24,0.12
01:00 - 02:00,0.2,1.01,1.76,1.33,1.27,1.27,0.06
02:00 - 03:00,0.09,1.27,1.36,1.53,1.07,1.21,0.14
03:00 - 04:00,0.09,0.75,1.56,1.85,1.53,1.73,0.2
04:00 - 05:00,0.29,1.42,1.76,1.42,1.13,1.85,0.23
05:00 - 06:00,0.09,1.19,1.19,0.95,1.07,1.62,0.2
06:00 - 07:00,0.2,0.66,0.64,0.66,0.84,0.58,0.12
07:00 - 08:00,0.03,0.4,0.29,0.17,0.2,0.17,0.12
08:00 - 09:00,0.12,0.09,0.06,0.09,0.2,0.14,0.0
09:00 - 10:00,0.14,0.09,0.06,0.14,0.03,0.12,0.0
10:00 - 11:00,0.14,0.2,0.14,0.06,0.14,0.06,0.03
11:00 - 12:00,0.12,0.12,0.12,0.03,0.09,0.0,0.0
12:00 - 13:00,0.06,0.09,0.06,0.06,0.0,0.03,0.0
13:00 - 14:00,0.0,0.12,0.09,0.06,0.03,0.0,0.0
14:00 - 15:00,0.06,0.17,0.17,0.06,0.09,0.0,0.03
15:00 - 16:00,0.03,0.2,0.17,0.29,0.55,0.0,0.03
16:00 - 17:00,0.58,0.72,0.49,0.46,0.78,0.0,0.17
17:00 - 18:00,0.32,0.81,0.9,0.69,0.81,0.2,0.09
18:00 - 19:00,0.52,0.55,0.64,0.64,0.93,0.14,0.03
19:00 - 20:00,0.43,0.55,0.61,0.72,0.81,0.2,0.14
20:00 - 21:00,0.9,1.04,1.36,0.93,1.07,0.06,0.38
21:00 - 22:00,1.07,1.27,2.57,1.47,1.53,0.26,0.2
22:00 - 23:00,1.53,1.88,1.53,2.11,1.73,0.23,0.23
23:00 - 00:00,1.47,1.79,2.08,1.82,1.65,0.2,0.09
