 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.47,0.53,0.4,0.63,0.51,0.38,0.42
01:00 - 02:00,0.18,0.45,0.49,0.43,0.43,0.26,0.34
02:00 - 03:00,0.45,0.42,0.42,0.67,0.45,0.43,0.14
03:00 - 04:00,0.47,0.43,0.3,0.47,0.47,0.18,0.22
04:00 - 05:00,0.53,0.3,0.4,0.45,0.38,0.24,0.2
05:00 - 06:00,0.38,0.42,0.32,0.55,0.43,0.28,0.18
06:00 - 07:00,0.26,0.45,0.38,0.57,0.51,0.22,0.16
07:00 - 08:00,0.42,0.42,0.55,0.36,0.73,0.28,0.24
08:00 - 09:00,0.53,0.53,0.59,0.51,0.38,0.28,0.2
09:00 - 10:00,0.85,0.57,0.77,0.91,0.63,0.16,0.28
10:00 - 11:00,0.57,0.73,0.65,0.67,0.71,0.2,0.22
11:00 - 12:00,0.67,0.61,0.63,0.65,0.69,0.26,0.4
12:00 - 13:00,0.69,0.75,0.77,0.71,0.57,0.26,0.28
13:00 - 14:00,0.93,0.85,0.99,0.95,0.63,0.34,0.26
14:00 - 15:00,0.93,1.03,1.28,0.97,0.93,0.36,0.28
15:00 - 16:00,1.23,0.89,1.36,1.17,1.01,0.38,0.43
16:00 - 17:00,1.01,1.19,1.23,1.13,0.83,0.36,0.63
17:00 - 18:00,0.87,0.85,0.89,0.97,0.97,0.4,0.47
18:00 - 19:00,0.77,1.23,1.17,0.95,0.81,0.38,0.61
19:00 - 20:00,0.83,0.81,0.89,0.81,1.01,0.43,0.49
20:00 - 21:00,1.05,0.95,0.99,1.11,0.67,0.32,0.26
21:00 - 22:00,0.87,0.69,0.99,1.05,0.77,0.42,0.4
22:00 - 23:00,0.87,0.87,0.49,0.91,0.69,0.42,0.34
23:00 - 00:00,0.4,0.83,0.71,0.67,0.45,0.36,0.42
