 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0,0,0,0,1,0,0
01:00 - 02:00,0,0,0,0,0,0,0
02:00 - 03:00,1,0,0,0,0,0,0
03:00 - 04:00,0,0,0,0,0,0,0
04:00 - 05:00,0,0,0,0,0,0,0
05:00 - 06:00,0,0,1,0,0,0,0
06:00 - 07:00,0,0,0,0,1,24,0
07:00 - 08:00,1,2,2,2,0,1,6
08:00 - 09:00,6,22,4,3,7,0,0
09:00 - 10:00,7,7,12,2,20,0,1
10:00 - 11:00,3,8,3,5,9,3,0
11:00 - 12:00,1,11,4,0,0,0,0
12:00 - 13:00,13,12,6,5,2,1,0
13:00 - 14:00,7,6,4,9,11,0,0
14:00 - 15:00,4,1,7,8,1,0,2
15:00 - 16:00,4,7,6,5,7,0,0
16:00 - 17:00,3,8,5,5,1,1,0
17:00 - 18:00,3,0,15,1,1,0,0
18:00 - 19:00,2,0,0,0,1,0,1
19:00 - 20:00,1,1,0,1,1,0,10
20:00 - 21:00,0,1,1,0,3,0,0
21:00 - 22:00,0,1,3,0,1,0,0
22:00 - 23:00,0,0,0,1,0,0,0
23:00 - 00:00,0,0,0,0,0,0,0
