 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.31,0.0,0.0,0.31,0.0,0.0,0.0
01:00 - 02:00,0.0,0.63,0.0,0.0,0.0,0.31,0.31
02:00 - 03:00,0.31,0.63,0.0,0.0,0.0,0.0,0.63
03:00 - 04:00,0.31,0.0,0.0,0.0,0.0,0.0,0.31
04:00 - 05:00,0.0,0.31,0.31,0.0,0.0,0.0,0.31
05:00 - 06:00,0.94,0.63,0.31,0.31,0.0,0.0,0.0
06:00 - 07:00,0.31,0.0,0.63,0.31,0.31,0.31,0.0
07:00 - 08:00,0.31,0.94,1.25,0.0,0.63,0.63,1.25
08:00 - 09:00,0.63,0.0,0.63,0.0,0.63,0.31,0.31
09:00 - 10:00,0.31,1.25,0.63,0.63,0.0,0.0,0.63
10:00 - 11:00,0.94,0.31,0.63,0.31,1.25,0.63,1.57
11:00 - 12:00,0.94,0.63,0.94,0.31,0.31,2.51,1.57
12:00 - 13:00,1.25,0.63,0.63,1.25,0.31,0.63,0.94
13:00 - 14:00,1.25,0.31,0.31,0.63,0.94,1.57,0.63
14:00 - 15:00,0.63,0.94,0.63,0.63,0.31,1.25,0.94
15:00 - 16:00,0.94,1.25,0.63,0.0,0.0,0.63,0.63
16:00 - 17:00,1.25,0.0,1.57,0.31,0.94,0.63,1.25
17:00 - 18:00,2.51,0.63,0.0,0.0,0.94,0.63,0.0
18:00 - 19:00,1.57,0.31,2.51,0.0,0.0,0.31,1.25
19:00 - 20:00,0.94,0.63,1.88,0.94,0.63,0.31,0.94
20:00 - 21:00,0.31,0.94,3.13,1.57,0.63,0.94,2.19
21:00 - 22:00,0.63,0.94,1.25,1.57,0.31,0.31,0.0
22:00 - 23:00,0.94,0.0,0.31,0.0,4.39,0.0,0.63
23:00 - 00:00,0.31,0.63,0.63,0.31,0.63,0.0,0.0
