 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0,0,0,0,0,0,0
01:00 - 02:00,0,0,0,0,0,0,0
02:00 - 03:00,0,0,0,0,0,0,0
03:00 - 04:00,0,0,0,0,0,0,0
04:00 - 05:00,0,0,0,0,0,0,0
05:00 - 06:00,0,0,0,0,0,0,0
06:00 - 07:00,0,0,0,0,0,0,0
07:00 - 08:00,0,1,0,0,1,0,0
08:00 - 09:00,7,11,3,2,4,0,0
09:00 - 10:00,18,18,27,6,15,0,0
10:00 - 11:00,18,8,22,8,19,0,0
11:00 - 12:00,34,16,14,16,26,0,0
12:00 - 13:00,62,9,15,9,12,0,1
13:00 - 14:00,11,10,16,13,14,0,1
14:00 - 15:00,9,7,16,23,30,0,0
15:00 - 16:00,22,13,26,18,10,0,0
16:00 - 17:00,9,4,5,11,6,0,0
17:00 - 18:00,0,4,4,0,1,0,0
18:00 - 19:00,1,3,0,0,1,0,0
19:00 - 20:00,0,0,0,0,0,0,0
20:00 - 21:00,2,0,0,0,0,0,0
21:00 - 22:00,0,0,0,0,0,0,0
22:00 - 23:00,0,1,1,0,0,0,0
23:00 - 00:00,0,2,0,0,0,0,0
