 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.25,1.1,1.35,1.44,1.35,1.61,0.17
01:00 - 02:00,0.17,1.01,2.03,2.62,1.61,0.85,0.25
02:00 - 03:00,0.34,1.18,1.1,1.18,1.27,1.69,0.34
03:00 - 04:00,0.17,1.61,1.18,1.44,1.18,1.1,0.17
04:00 - 05:00,0.76,1.1,1.61,2.03,0.68,0.68,0.34
05:00 - 06:00,0.42,1.1,1.27,1.1,0.34,1.27,0.68
06:00 - 07:00,0.51,0.76,0.59,0.25,0.76,0.42,0.42
07:00 - 08:00,0.17,0.93,0.76,0.42,0.59,0.93,0.25
08:00 - 09:00,0.0,0.25,0.34,0.34,0.59,0.34,0.08
09:00 - 10:00,0.17,0.17,0.34,0.0,0.08,0.25,0.0
10:00 - 11:00,0.17,0.34,0.59,0.42,0.42,0.0,0.0
11:00 - 12:00,0.08,0.59,0.68,0.42,0.34,0.25,0.17
12:00 - 13:00,0.17,0.34,0.42,0.59,0.51,0.08,0.0
13:00 - 14:00,0.08,0.17,0.17,0.59,0.42,0.34,0.42
14:00 - 15:00,0.42,0.25,0.0,0.25,0.17,0.0,0.42
15:00 - 16:00,0.08,0.42,0.17,0.34,0.25,0.08,0.08
16:00 - 17:00,0.17,0.17,0.51,0.17,0.42,0.08,0.08
17:00 - 18:00,0.42,0.17,0.59,0.93,0.34,0.08,0.08
18:00 - 19:00,0.25,0.0,0.51,0.51,0.17,0.08,0.0
19:00 - 20:00,0.85,0.25,0.59,0.25,0.25,0.42,0.0
20:00 - 21:00,0.08,1.18,0.93,0.51,0.68,0.34,0.17
21:00 - 22:00,0.34,1.27,1.01,0.68,1.18,0.34,0.0
22:00 - 23:00,1.1,1.94,1.86,1.1,1.61,0.25,0.0
23:00 - 00:00,1.44,1.94,2.11,1.61,1.61,0.59,0.17
