 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.11,0.4,0.33,0.43,0.47,0.28,0.07
01:00 - 02:00,0.09,0.35,0.29,0.36,0.32,0.25,0.01
02:00 - 03:00,0.09,0.16,0.22,0.33,0.13,0.29,0.06
03:00 - 04:00,0.05,0.22,0.2,0.15,0.14,0.13,0.0
04:00 - 05:00,0.06,0.09,0.16,0.13,0.16,0.05,0.07
05:00 - 06:00,0.08,0.12,0.11,0.07,0.09,0.05,0.04
06:00 - 07:00,0.04,0.12,0.12,0.19,0.14,0.02,0.01
07:00 - 08:00,0.13,0.17,0.27,0.29,0.14,0.03,0.0
08:00 - 09:00,0.15,0.36,0.31,0.38,0.37,0.07,0.03
09:00 - 10:00,0.42,0.6,0.49,0.55,0.35,0.03,0.04
10:00 - 11:00,0.59,0.49,0.35,0.46,0.45,0.04,0.01
11:00 - 12:00,0.47,0.46,0.56,0.59,0.48,0.07,0.05
12:00 - 13:00,0.67,0.6,0.66,0.77,0.52,0.04,0.06
13:00 - 14:00,0.83,0.91,1.05,0.9,0.87,0.13,0.07
14:00 - 15:00,1.0,1.29,1.4,1.57,1.38,0.09,0.1
15:00 - 16:00,1.57,1.97,2.15,1.78,1.85,0.05,0.04
16:00 - 17:00,1.59,1.93,1.82,1.72,1.91,0.07,0.05
17:00 - 18:00,1.85,1.64,1.7,1.84,1.57,0.03,0.04
18:00 - 19:00,1.39,1.66,1.46,1.58,1.45,0.08,0.03
19:00 - 20:00,1.5,1.67,1.47,1.48,1.35,0.1,0.07
20:00 - 21:00,1.18,1.46,1.76,1.43,1.37,0.1,0.03
21:00 - 22:00,1.27,1.35,1.5,1.44,1.34,0.07,0.11
22:00 - 23:00,1.11,1.13,1.34,1.1,1.14,0.14,0.18
23:00 - 00:00,0.74,0.8,0.7,0.71,0.65,0.08,0.27
