 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,15,16,40,21,20,16,12
01:00 - 02:00,11,12,16,10,12,14,7
02:00 - 03:00,6,4,7,7,22,8,9
03:00 - 04:00,11,9,8,11,16,7,21
04:00 - 05:00,13,11,14,16,14,12,15
05:00 - 06:00,14,22,16,10,28,23,15
06:00 - 07:00,22,37,31,26,48,48,28
07:00 - 08:00,40,66,42,55,60,28,44
08:00 - 09:00,70,55,71,70,56,29,27
09:00 - 10:00,82,47,71,60,52,29,40
10:00 - 11:00,60,55,49,64,58,27,31
11:00 - 12:00,46,55,46,59,39,35,29
12:00 - 13:00,75,76,62,59,53,42,14
13:00 - 14:00,91,97,59,51,57,29,22
14:00 - 15:00,74,66,56,68,46,36,24
15:00 - 16:00,91,65,73,72,57,40,38
16:00 - 17:00,45,73,50,62,59,21,40
17:00 - 18:00,51,39,53,38,45,46,52
18:00 - 19:00,46,44,61,38,40,60,39
19:00 - 20:00,52,63,42,49,36,38,38
20:00 - 21:00,77,70,50,41,42,54,45
21:00 - 22:00,60,44,72,41,39,51,45
22:00 - 23:00,22,41,48,29,37,45,45
23:00 - 00:00,18,35,28,17,27,29,13
