 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,1,3,12,5,2,8,2
01:00 - 02:00,2,2,5,3,3,2,3
02:00 - 03:00,3,5,4,8,5,1,2
03:00 - 04:00,2,7,7,8,5,7,6
04:00 - 05:00,2,13,9,4,5,8,2
05:00 - 06:00,4,7,9,6,2,17,5
06:00 - 07:00,4,8,7,15,7,9,4
07:00 - 08:00,2,2,8,5,7,1,4
08:00 - 09:00,1,4,3,2,3,2,1
09:00 - 10:00,0,0,1,0,0,0,0
10:00 - 11:00,1,0,1,0,1,0,1
11:00 - 12:00,0,0,0,1,0,0,0
12:00 - 13:00,0,0,0,0,0,0,0
13:00 - 14:00,0,0,0,0,0,0,0
14:00 - 15:00,1,0,0,0,0,0,0
15:00 - 16:00,0,0,0,0,0,0,0
16:00 - 17:00,0,0,0,0,0,0,0
17:00 - 18:00,0,1,0,0,0,0,0
18:00 - 19:00,0,1,0,0,2,0,0
19:00 - 20:00,2,3,3,3,3,1,0
20:00 - 21:00,4,2,1,3,5,2,0
21:00 - 22:00,7,4,4,5,3,6,5
22:00 - 23:00,10,9,16,13,12,4,3
23:00 - 00:00,13,9,9,11,8,3,4
