 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,2,55,88,56,70,59,2
01:00 - 02:00,5,39,38,49,45,33,5
02:00 - 03:00,6,23,21,16,40,14,6
03:00 - 04:00,5,13,29,21,42,20,6
04:00 - 05:00,8,22,14,12,17,15,2
05:00 - 06:00,3,22,16,14,21,7,2
06:00 - 07:00,6,9,7,11,13,3,1
07:00 - 08:00,8,11,4,7,5,7,1
08:00 - 09:00,1,14,3,7,8,2,0
09:00 - 10:00,2,8,8,5,5,2,0
10:00 - 11:00,2,1,3,3,5,0,1
11:00 - 12:00,2,2,2,3,2,2,2
12:00 - 13:00,0,0,4,1,1,0,0
13:00 - 14:00,2,1,5,4,3,1,1
14:00 - 15:00,8,6,10,7,5,0,0
15:00 - 16:00,25,22,20,20,16,3,1
16:00 - 17:00,37,52,48,36,33,5,2
17:00 - 18:00,45,46,54,59,49,4,2
18:00 - 19:00,56,74,55,86,45,0,1
19:00 - 20:00,61,57,51,57,52,9,4
20:00 - 21:00,52,55,57,52,56,8,2
21:00 - 22:00,63,63,61,61,56,4,4
22:00 - 23:00,58,76,72,51,62,2,4
23:00 - 00:00,72,95,99,66,66,2,8
