 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,8,15,20,10,19,23,4
01:00 - 02:00,1,20,18,24,24,22,3
02:00 - 03:00,7,27,16,13,12,13,2
03:00 - 04:00,4,14,20,7,11,16,4
04:00 - 05:00,3,10,23,9,15,5,2
05:00 - 06:00,2,6,6,5,7,8,1
06:00 - 07:00,6,3,13,9,6,3,5
07:00 - 08:00,2,8,3,7,5,5,1
08:00 - 09:00,7,4,6,4,11,1,0
09:00 - 10:00,3,3,3,5,7,3,10
10:00 - 11:00,2,5,2,6,1,5,1
11:00 - 12:00,1,2,0,0,0,0,1
12:00 - 13:00,4,0,3,6,3,1,0
13:00 - 14:00,0,0,1,2,0,0,0
14:00 - 15:00,2,0,1,1,2,2,0
15:00 - 16:00,2,0,0,3,0,2,0
16:00 - 17:00,2,1,4,0,1,0,1
17:00 - 18:00,4,7,2,7,4,0,1
18:00 - 19:00,9,9,4,6,5,1,0
19:00 - 20:00,8,17,15,16,13,1,2
20:00 - 21:00,21,21,7,14,20,1,5
21:00 - 22:00,12,9,3,12,14,3,1
22:00 - 23:00,17,9,14,11,14,9,2
23:00 - 00:00,23,20,29,20,16,4,3
