 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.07,0.85,0.78,0.99,0.92,0.78,0.0
01:00 - 02:00,0.26,0.73,0.63,0.73,0.66,0.47,0.07
02:00 - 03:00,0.37,0.4,0.77,0.62,0.66,0.27,0.26
03:00 - 04:00,0.47,0.49,0.44,0.55,0.62,0.23,0.14
04:00 - 05:00,0.22,0.66,0.47,0.52,0.44,0.19,0.08
05:00 - 06:00,0.52,0.7,0.59,0.74,0.56,0.15,0.12
06:00 - 07:00,0.63,0.79,0.88,0.85,0.7,0.23,0.16
07:00 - 08:00,0.66,0.71,0.66,0.62,0.78,0.14,0.22
08:00 - 09:00,0.74,0.96,0.81,0.73,0.71,0.12,0.21
09:00 - 10:00,0.9,0.85,0.92,0.74,0.71,0.23,0.1
10:00 - 11:00,0.7,0.85,0.7,0.59,0.56,0.14,0.04
11:00 - 12:00,0.62,0.6,0.7,0.71,0.64,0.14,0.15
12:00 - 13:00,0.56,0.64,0.81,0.75,0.44,0.11,0.08
13:00 - 14:00,0.58,0.58,0.52,0.52,0.52,0.12,0.16
14:00 - 15:00,0.64,0.58,0.67,0.74,0.69,0.21,0.1
15:00 - 16:00,0.78,0.89,0.53,0.85,0.51,0.32,0.25
16:00 - 17:00,0.74,0.85,0.71,0.88,0.89,0.14,0.21
17:00 - 18:00,0.86,0.88,0.74,1.15,1.15,0.21,0.15
18:00 - 19:00,0.84,0.99,1.1,1.26,1.18,0.12,0.21
19:00 - 20:00,0.96,0.93,0.92,0.93,1.01,0.19,0.11
20:00 - 21:00,1.07,0.92,0.92,1.0,0.89,0.1,0.12
21:00 - 22:00,1.23,1.15,1.16,1.27,0.93,0.1,0.12
22:00 - 23:00,1.01,0.95,1.48,0.96,0.92,0.1,0.12
23:00 - 00:00,0.9,0.97,0.99,0.95,0.96,0.08,0.12
