 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,6,11,2,17,22,9,3
01:00 - 02:00,27,40,57,35,61,27,7
02:00 - 03:00,83,116,104,90,104,16,22
03:00 - 04:00,69,71,66,65,79,20,14
04:00 - 05:00,41,53,38,50,33,10,8
05:00 - 06:00,38,69,40,46,70,17,15
06:00 - 07:00,83,122,97,115,135,29,23
07:00 - 08:00,141,176,174,203,178,25,23
08:00 - 09:00,210,244,268,219,226,20,16
09:00 - 10:00,240,263,271,305,326,32,25
10:00 - 11:00,186,248,279,234,336,36,19
11:00 - 12:00,405,206,183,212,232,33,31
12:00 - 13:00,596,225,238,218,210,35,27
13:00 - 14:00,241,228,222,266,224,30,26
14:00 - 15:00,204,231,257,203,184,20,27
15:00 - 16:00,280,217,190,222,178,25,42
16:00 - 17:00,137,185,153,185,122,23,28
17:00 - 18:00,94,96,90,110,85,35,19
18:00 - 19:00,71,59,73,77,76,10,34
19:00 - 20:00,61,86,58,66,53,19,16
20:00 - 21:00,40,53,60,48,25,11,18
21:00 - 22:00,37,57,74,55,33,9,32
22:00 - 23:00,29,38,52,83,36,4,21
23:00 - 00:00,25,32,46,18,26,6,9
